"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ25","MGJ26","MGJ27","MGJ28","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K03383",4,2,0,2,17,0,1,1,1,3,11,7,9,1,0,14,2,0,2,1,2,4,4,15,4,3,5,0,1
"K03385",342.93,83.15,99.83,252.5,542.64,308.31,39.92,185.19,31.95,105.58,1509.51,317.63,6.25,63.33,105.15,135.84,179.42,67.91,4.4,154.5,27.22,204.67,393.37,707.07,438.74,333.75,601.79,651.34,410.93
"K03386",6272.13,2140.53,6718.49,7333.85,7399.38,4123.21,11651.71,4888.86,13224.38,10890.81,13607.41,5125.57,1552.16,9108.67,1598.04,2997.95,2385.47,1248.91,796.33,2318.04,834.82,2170.12,6792.57,8886.78,8211.52,6964.84,8579.85,5893.81,5687.82
"K03387",2555.21,597.4,1678,1215.58,1756.06,1242.6,5456.18,718.75,3356.4,4361.47,3771.57,1150.27,212.22,1038.98,298.3,894.1,485.91,298.49,211.61,479.7,194.43,458.54,2582.11,1891.52,2045.25,1374.35,1888.03,1600.54,1208.37
"K03388",276.67,75.47,133.47,141.48,254.03,244.3,38,206.14,29.84,120.32,954.84,464.67,16.99,117.5,123.98,147.16,182.16,95.5,3,191.16,10.01,271.67,736.8,785.31,575.96,363.48,479.48,364.12,277.66
"K03389",345.68,123.26,164.92,185.96,337.4,251.26,49.34,210.6,44.02,130.3,931.36,474,11.98,109,129.62,183.32,208.32,92.34,4,146.66,20.02,256.34,748.94,790.96,658.58,457.96,583.28,542.24,378.64
"K03390",241.17,86.97,134.47,150.98,249.53,207.8,43,176.64,31.34,108.82,898.84,426.17,10.99,109,122.98,162.66,159.16,82,4,144.16,15.01,244.67,685.8,650.81,512.46,343.98,506.48,373.62,299.16
"K03391",31,5,5.25,13.75,56,18.25,4,5,0,8,52,29,1,4,2,46,5,0,0,3.25,0,18.25,17.5,58.25,44,29.75,19,4.25,17.5
"K03392",198.66,19.49,19.17,54.92,105.5,212.34,19.49,22.67,9.17,29.51,242.35,210.67,15.33,10.01,9,69.83,92.33,52.34,13,16.17,9,53.17,149.75,200.99,281.68,230.34,137.49,77.15,112.51
"K03394",652.8,168.65,266.87,382.6,662.6,480.04,94.85,340.21,92.67,205.86,1062.62,577.53,100.91,280.09,105.91,365.6,285.91,114.03,21.75,113.78,86.86,239.59,530.79,1018.13,875.46,783.93,958.65,623.23,592.34
"K03396",1.33,0,0,0,1,3,0,1,0.33,0.33,0,1.33,0,0,0,0,0,0,0,1,0,0,0.33,1.67,1.67,0,2.67,0.67,0
"K03399",428.3,94.32,207.54,230.77,503.94,289.26,54.08,212.82,52.17,130.58,973.61,439.02,79.58,288.25,109.41,330.05,287.41,122.19,10.25,133.67,39.86,240.92,404.96,826.46,496.84,474.65,646.76,460.56,439.72
"K03402",2300.59,870,1829.42,2117.82,3541.65,1793.49,5828.49,1377.49,3837.94,4990.26,6883.15,2131.34,908.27,3466.24,542.79,1952.1,1090.53,657.88,272.13,780.82,223.93,832.42,1957.96,4018.96,3317.95,2332.47,3917.7,2496.23,2236.63
"K03403",2.5,2.5,0,0,1,0.5,0,0.5,0,0.5,19,1.5,0,0,2,2.5,4.5,5,0,1.5,0,2,6,2,2,1,2,3,0
"K03404",275.55,71.07,107.45,160.6,342.03,169.87,39.1,143.29,21.51,72.44,547.78,355.56,29.91,32.67,63.66,220.6,279.32,109.7,4,64.02,9.11,97.67,250.38,495.63,454.28,285.85,390.16,264.61,493.06
"K03405",245.72,125.17,294.97,180.19,375.78,141.7,73.33,143,369,182.33,447.11,187.89,40.5,137.5,52.5,89.39,90.5,48.11,17,64.58,15.61,50.25,299.39,395.64,340.6,351.58,452.28,279.8,341.45
"K03406",18729.2,4117.02,12811.06,15413.39,17306.53,12871.87,53730.16,10399,43558.34,45584.99,26929.53,11482.03,1780.29,10396.14,2824.64,5619.03,4724.37,2169.42,2097.4,4852.4,1862.66,4480,19373.53,19635.46,22311.01,16991.31,20885.39,15788.7,12658.17
"K03407",4929.79,1775.97,6969.98,7464.8,5530.02,3183.59,6044.61,3379.36,7029.19,5968.81,8569.71,3993.3,1609.44,10539.87,971.73,2485.58,1565.69,829.53,847.87,1592.69,755.34,1622.6,4714.15,6643.77,5998.52,4862.91,5863.95,4857.85,4196.99
"K03408",6993.5,2013.45,7878.06,8129.98,6511.8,4099.77,11386.61,3725.12,10159.18,10206.8,10331.55,4702.05,1742.44,11889.87,1111.23,2716.17,1824.69,933.58,1005.37,1833.39,891.36,1826.6,6856.25,7690.16,7402.94,5911.85,6947.23,5804.04,4855.99
"K03409",606.27,246.15,1114.3,1733.28,2324.22,563.12,5456.5,1539.16,10941.83,5366.83,1363.62,369.14,144,100,110,115.81,176,67.29,126,149.4,49.43,102,1713.99,1342.27,1489.85,1538.27,1609.22,1050.9,1074.61
"K03410",711.24,199.13,691.31,872.7,1334.21,541.07,181.59,830.61,2841.11,703.6,1110.81,576.21,43.66,81,157.33,645.97,584.28,157.81,15,190.41,83.97,342.18,887.88,1512.24,1587.44,1191.28,1340.02,868.17,674.71
"K03411",776.58,208.47,656.32,905.7,1311.88,949.08,177.93,780.61,2837.44,694.92,732.16,683.22,49.66,67.67,100.32,275.98,256.29,112.81,23,244.07,76.98,237.17,960.2,1523.24,1733.78,1349.95,1353.37,771.18,639.71
"K03412",4904.2,1691.3,7025.38,7315.52,5564.18,3132.91,6091.01,2833.73,7185.42,5988.54,7957.74,3700.26,1680.44,11766.54,817.73,2167.27,1328.4,728.39,849.37,1461.87,808.2,1300.85,4656.93,6506.77,5959.22,4849.03,5829.98,4418.56,4068.12
"K03413",6267,2168.62,7458.06,8352.15,7028.14,4381.1,11388.61,3950.79,10075.52,10396.13,10617.22,4816.72,1730.94,11891.87,1173.89,2787.34,1829.86,1002.08,1002.87,1939.55,900.53,1890.93,5628.08,8381.15,7897.43,6404.85,7778.82,6074.37,5160.83
"K03414",2523.5,581.5,1789.61,1245.83,1741.53,1482.91,5536.35,648.15,3417.92,4452.39,4031.77,1069.04,656.78,2642.2,305.74,732.22,482.57,278.25,244.37,422.15,167.22,440.26,2520.24,1759.81,1866.97,1382.63,1683.97,1665.79,1283.5
"K03415",3005.5,497.23,1362.57,1777.03,2408.29,1725.79,10518.6,2280.6,8478.77,8737.36,5403.67,1290.6,178.43,230.16,380.66,561.38,640.71,283.4,273.79,731.42,161.18,562.16,3295.39,2386.3,2659.32,1969.83,3028.07,2724.46,1771.09
"K03416",7.25,2.75,4,2.25,5.75,2.5,1.5,2.25,1,1,3.75,2.75,0.25,0,0,2.75,8.25,0.25,0,0.5,0,1.5,10.75,6.25,14,3.75,5.5,5.5,0.5
"K03417",2239.63,385.26,1529.09,1627.81,2429.75,1262.09,5509.67,1347.86,8395.37,5036.66,2486.16,973.1,173,155.2,258.4,410.64,326.67,166.19,159.4,340.25,272.25,292.87,3320.68,1902.2,2369.09,1915.09,1779.65,1518.84,1240.66
"K03420",448.16,123.3,275.8,463.32,542.86,391.96,69.16,642.14,82.34,237.66,2234,776.16,21.66,144.5,370.82,470.32,629.82,209.5,12,450,65,596.84,817.48,1156.48,892.3,868.32,1023.8,653.62,844.16
"K03421",52,17.32,21.32,22.66,41.68,43.15,6.5,33.82,4.67,21.16,167.17,85,0.33,18.5,17.49,28.33,45.33,17.5,0,34.83,1.67,42.5,114.32,142.99,110.15,64.66,76.99,73.98,110.33
"K03422",77,25.32,38.32,41.66,67.68,76.65,10,60.32,6.67,35.66,330.67,158,0.33,37,33.99,56.33,74.33,34,0,69.33,1.67,84,213.32,251.99,188.65,94.66,139.99,108.98,121.33
"K03424",9253.2,2906.58,8513.38,8604.2,9446.35,5954.52,17586.46,5273.34,14259.62,15191.42,19151.45,6700.9,2711.16,13688.28,2029.61,4623.11,3050.59,1664.14,1119.2,2805.78,1239.4,3022.52,9164.18,11311.73,10472.92,8567.91,10342.33,8036.64,7018.74
"K03425",672.55,383.44,1067.14,762.38,1074.14,415.64,193.77,406.71,514.25,369.14,2355.98,488.16,586.53,2546.28,181.66,526.75,282.16,190.8,104.12,217.32,103.47,235.68,483.99,1122.54,758.03,635.85,866.51,701.89,674.47
"K03426",2902.77,713.77,2241.85,1925.62,2741.89,1455.55,5680.62,1283.16,6167.76,4931.33,4648.68,1446.69,728.44,2681.74,381.48,893.91,680.4,377.21,241.12,517.49,208.1,500.13,3276.36,2545.43,2618.32,2016.06,2393.8,1997.42,1827.26
"K03427",5249.66,1483.55,4423.73,5350.79,5177.23,3454.37,5931.12,4036.11,7191.45,5966.06,10466.61,4382.29,858.24,6130.5,1092.73,2113.22,1892.56,922.72,530.65,1818.46,666.52,1929.41,6081.47,7306.64,6575.78,5276.98,6410.16,5078.3,3817.55
"K03428",2.5,2.5,0,0,1,0.5,0,0.5,0,0.5,19,1.5,0,0,2,2.5,4.5,5,0,1.5,0,2,6,2,2,1,2,3,0
"K03429",387.01,134,442.55,669.83,914.83,335.65,136.58,639.07,2934.5,515.36,280.14,348.64,37.33,12,21.66,79.03,67.34,34.19,5,70.45,42.1,28.5,677.86,793.19,1017.54,787.19,1029.8,348.34,463.63
"K03430",751.86,348.53,1033.78,770.23,612.68,473.74,195.35,421.46,530.3,426.38,2959.3,504.23,604.93,2547.4,177.59,606.6,349.15,173.45,103.6,233.05,126.46,284.21,403.86,838.75,689.06,634.4,805.72,796,557.79
"K03431",5240.83,1649.54,5190.04,5764.85,5729.46,3474.54,6184.75,3611.49,7157.86,6088.3,10055.29,4112.26,1368.27,8211.43,1171.97,2545.17,1907.53,1009.22,599.79,1738.66,721.44,1741.3,5443.36,7217.87,6674.26,5466.16,6626.36,4510.86,4309.88
"K03432",640.74,169.48,323.06,591.66,796.75,513.34,92.35,710.04,90.76,272.53,2486.25,1022.08,51.66,149.17,405.33,564.04,749.65,275.84,19,466.86,68.33,611.59,949.91,1368.4,1202.26,1101.52,1349.79,738.96,963.86
"K03433",848.08,230.48,442.06,907.66,1063.91,758.59,129.68,1201.71,136.93,411.7,3941.92,1519.25,78.99,185.34,651.33,710.37,1045.65,383.18,21,793.44,75.33,894.01,1331.41,1951.48,1693.6,1581.69,2033.96,1013.38,1442.53
"K03435",1269.61,658.71,1898.88,1358.29,1494.94,732.29,488.76,692.59,754.69,598.46,4528.14,856.74,719.17,3437.36,342.16,932.22,546.02,322.45,165.91,412.78,168.49,449.51,815.3,1769.05,1236.02,1081.53,1492.44,1375.47,1133.63
"K03436",987.7,299.31,749.42,1027.89,1704.78,796.65,238.16,966.96,3039.86,721.39,1693.75,973.61,153.16,299.39,140.49,634.96,455.79,242.25,22.92,261.65,56.41,297.25,1207.44,1854.21,1825.58,1317.78,1875.51,815.11,909.76
"K03437",1821.45,530.28,854.08,1199.23,2055.05,1695.2,348.76,932.43,911.52,684.52,3520.72,1488.53,221.41,1719.98,326.4,932.65,747.71,388.84,65.67,505.7,207.47,559.7,1424.97,2908.85,2715.94,2152.93,2867.67,1543.92,1341.44
"K03438",5020.89,1635.06,5277.36,5517.46,5533.48,3207.42,6195.75,3145.75,7465.44,6045.55,8562.98,3700.4,1375.94,8272.43,890.89,2435.23,1503.03,878.75,607.79,1391.16,691.55,1358.96,4973.51,6663.19,6127.63,4937.91,5956.9,4256.1,3744.91
"K03439",4261.17,1212.39,2957.14,3048.19,4543.53,2726.31,6016.42,2552.42,6917.94,5575.72,7458.04,2945.68,854.44,3145.43,771.56,1956.01,1226.37,739.47,317.79,1082.66,480.94,1211.13,4383.12,5378.13,5141.69,3897.75,4709.96,3437.05,2792.3
"K03442",4140.3,1057.5,2643.66,2479.55,3764.07,2271.59,10987.92,1828.7,6864.11,8977.71,7313.13,2370.07,864.19,3149.06,597.98,1560.73,1116.12,633.66,407.79,945.07,292.19,829.93,3802.37,4227.89,4142.64,2918.53,4420.85,3271.34,2582.05
"K03444",0.57,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0.57,0.14,0,0,0,0
"K03445",522.86,302.8,854.69,553.86,752.44,237.09,176.83,602.85,258.05,227.24,1415.47,350.65,122.46,883.99,128.9,383.83,188.36,136.87,62.15,133.21,50.13,158.08,290.24,872.03,535.47,449.88,613.83,481.49,480.64
"K03446",1320.1,571.99,1417.81,1298.87,2208.93,1077.35,418.87,763.59,821.55,643.54,4860.61,920.85,1096.1,4235.85,344.65,804,521.87,299.45,165.49,433.44,238.67,505.38,1203.05,2164.09,1665.78,1325.9,1784.48,1647.99,1359.23
"K03449",1748.64,891.21,2297.46,1739.2,2614.56,1264.76,440.97,1024.99,1078.37,897.42,5813.24,1595.86,1278.34,5342.17,444.49,1255.83,897.02,578.5,223.7,505.62,263.16,615.52,1344.43,3058.59,2252.99,1748.9,2341.53,1656.07,1700.17
"K03451",1189.01,426.63,1003.06,1089.54,1219.31,774.66,5455.34,540.63,3144.98,4294.46,4425.99,701.9,163.54,979.99,299.06,508.39,486.4,187.34,188.15,442.46,128.46,395.99,753.69,1259.13,1054.06,1066.39,1627.38,1697.69,1128.05
"K03453",1163.35,559.11,1453.36,1149.63,1380.84,933.17,5379.92,605.62,3752.47,4473.59,3097.13,877.86,654.26,2731.19,264.24,753.29,559.4,315.41,254.43,381.9,171.44,350.55,757.51,1526.3,1551.26,1283.24,1681.56,1087.67,943.76
"K03455",4347.6,1351.56,4419.72,4517.47,4102.95,2916.87,5886.78,2300.62,4107.05,5203.27,7356.07,2998.89,1174.18,7877.66,812.88,1984.81,1400.57,722.45,583.12,1087.24,616.67,1260.47,3848.53,5173.17,5026.8,3757.24,4880.16,3597.31,3341.06
"K03457",1872.81,1146.06,3459.33,2093.73,1858.45,1055.23,762.55,964.68,1196.14,955.32,6047.71,1418.62,1058.4,5225.91,496.01,1593.39,859.17,538.59,291.22,615.06,323.36,602.73,1127.54,2454.8,1958.38,1736.7,2095.6,1409.42,1439.66
"K03458",644.25,400.09,1249.32,1249.29,1319.96,610.32,273.58,1139.61,3015.7,757.51,2654.67,798.44,195.54,932.96,394.16,503.72,539.06,228.2,67.75,490.02,83.73,460.46,1028.11,1406.96,1074.58,1275.12,1448.67,758.6,1034.36
"K03459",96,45.59,30.09,78.25,347.61,62.84,23.09,36.91,11.95,23.25,213.25,56.34,3,4,17.15,31.5,20.5,20.25,2.4,7,1,33,41.25,285.45,145.34,82.4,165.66,148,149.5
"K03462",129.24,24.21,40.43,68.3,126.62,86.23,13.74,111.72,11.86,41.24,367.27,134.36,6.63,6.07,57,69.37,69.13,46.75,2,43.36,20.63,60.75,130.09,151.13,218.24,149.11,153.85,102.07,91.38
"K03464",401.6,249.33,803.72,408.56,350.07,144.63,125.99,152.44,223.94,179.82,1055.06,203.86,145.04,889.11,86.75,318.16,137.02,86.55,61,89.62,91.63,88.28,126.73,352.33,276.37,336.41,288.48,228.89,247.67
"K03465",720.05,235.25,669.13,1152.85,1515.77,635.96,209.43,1582.3,2847.84,794.11,2437.86,1107.55,101.58,119.17,398,528.18,693.9,270.7,17,495.19,57.94,545.75,1604.06,1850.72,1588.21,1544.1,1726.58,976.29,1141.65
"K03466",6246.82,2021.79,5786.59,6407.99,7214.18,4611.69,6368.28,3816.99,7955.38,6357.17,11216.81,5253.46,1691.67,9031.36,1150.54,3137.17,2287.94,1357.69,646.79,1830.18,753.53,1774.97,5817.2,9017.87,8437.46,6334.45,8525.25,5175.63,4912.49
"K03468",671.97,382.61,1067.64,777.46,1086.06,415.64,347.27,407.71,514.92,369.31,2356.15,487.16,586.53,2546.45,181.16,527.25,281.91,190.55,104.12,217.07,103.47,235.68,486.32,1124.04,763.11,636.43,867.68,702.22,674.55
"K03469",5409.61,1644.65,5269.39,5667.45,5618.85,3703.05,6186.21,3214.34,7481.44,6087.72,10263.09,3720.42,1286.52,8056.54,1009.48,2609.47,1898.19,953.31,606.79,1566.09,709.02,1626.85,4971.13,7030.39,6611.71,5157.98,6680.22,4948.76,3987.02
"K03470",5376.5,1704.04,5478.79,5918.68,5916.88,3555.12,6244.08,3655.57,7517.11,6191.88,10439.37,4289.84,1395.77,8376.93,1217.05,2628,1957.19,1032.64,616.79,1799.16,738.94,1811.63,5604.78,7528.29,6817.84,5650.74,6875.77,4707.19,4415.13
"K03471",423.98,126.19,205.61,315.82,622.17,370.92,88.8,286.83,242.6,183.05,1073.03,488.28,86.83,288.44,72.32,491.6,176.3,112.43,12.67,167.5,14.01,193.83,352.75,715.28,573.86,402.44,720.15,317.16,392.59
"K03472",2410,559.75,1761.28,1200.67,1631.19,1049.42,5527.27,643.57,3412.92,4415.31,3884.94,940.3,658.53,2632.45,279.66,682.39,450.16,269.66,233.12,405.32,151.47,373.68,2459.32,1643.47,1701.72,1166.96,1582.39,1536.79,1192.58
"K03473",2453.4,572.95,1797.48,1241.27,1677.94,1078.42,5536.27,658.82,3417.92,4431.31,3951.64,1004.3,660.53,2635.65,303.41,727.39,478.16,277.91,234.12,422.57,169.72,427.88,2492.32,1781.47,1774.12,1215.21,1622.39,1594.24,1214.78
"K03474",3903.73,1278.78,4466.48,4277.93,3456.78,2165.41,5880.93,2042.65,4397.75,5190.64,6526.48,2481.79,1200.53,7939.32,670.24,1552.05,954.82,574.91,581.12,1023.24,621.22,1010.71,3499.15,4257.47,3847.12,3335.87,3622.88,3109.65,2623.37
"K03475",1857.98,838.44,2179.51,1831.37,2380.64,1106.16,718.69,1124.81,1064.62,873.62,6292.7,1673.17,829.58,3786.91,461.63,1891.88,847.39,538.81,184.42,673.45,186.27,753.33,1517.78,3033.54,2106.9,1593.27,2433.4,1937.07,1600.56
"K03476",672.39,350.99,1013.43,709.78,1040.03,321.25,216.94,377.09,297.97,318.84,2189.79,508.73,204.96,1164.48,193.9,822.74,465.68,226.7,73.32,192.71,74.62,326.75,463.5,1078.86,692.88,554.14,715.86,718.65,580.64
"K03477",489.69,298.63,837.52,518.86,663.45,193.92,156.66,227.18,241.05,202.08,1374.31,298.65,122.46,883.16,125.9,370.83,177.36,126.54,62.15,121.21,48.63,150.08,232.24,733.2,469.64,386.72,511.16,437.49,419.98
"K03478",1003.58,389.25,977.88,872.02,1262.57,706.08,396.62,505.84,306.62,350.56,3038.92,803.63,135.13,940.17,248.49,891.01,429.47,235.32,68.1,284.85,71.4,430.68,577.2,1507.34,985.9,845.33,1263.18,1103.33,899.17
"K03480",429.62,157.78,468.05,723.49,1018.53,485.87,141.05,681.6,2941.27,547.13,632.73,344.09,40.58,14.83,41.91,105.41,76.64,46.66,8,128.55,43.49,74.5,817.55,928.92,1122.14,833.92,1191.69,401.46,522.79
"K03481",106.58,36.66,25.11,82.95,178.27,108.92,14.75,67.17,169,36.53,268.92,90.53,1.33,7,42.66,134.25,81.34,46.67,0,58.92,6.58,38.5,124.75,250.25,206.33,111.87,327.74,155.91,139.41
"K03482",793.94,360.19,912.7,682.55,1257.31,421.39,195.85,364.88,268.16,263.37,2016.43,499.99,128.05,903.67,179.23,523.4,269.34,210.43,66.08,177.62,51.45,269.93,436.45,1358.59,845.96,677.73,961.94,722.76,716.8
"K03483",423.62,134.53,144.46,294.33,582.37,425.7,88.97,259.83,244.02,157.05,752.14,521.42,14.66,35.66,67.57,605.24,190.55,105.04,8.67,161.75,7.79,191.83,173.72,766.67,759.22,399.42,857.93,285.13,318.45
"K03484",855.03,428.21,1205.03,960.69,1259.13,700.59,253.05,594.46,720.8,483.01,3138.06,836.639999999999,668.86,2818.72,224.49,948.25,416.99,263.55,110.89,322.82,119.88,362.34,777.56,1343.84,985.85,815.26,1219.18,841.88,785.53
"K03485",842.83,399.75,1086.62,894.5,1136.85,571.75,348.1,479.91,521.92,412.14,3218.94,577.8,587.1,2544.29,229.33,559.55,376.16,197.49,104.83,254.15,118,320.35,563.98,1249.14,884.72,762.96,1107.72,1049.46,826.41
"K03486",600.65,164.86,261.44,419.99,785.34,542.42,95.97,357.63,274.27,217.55,1000.53,498.78,78.16,243.11,66.32,353.6,150.8,112.03,15.67,162.4,45.78,146.33,400.75,985.28,1020.03,639.94,1187.15,390.66,443.09
"K03487",658.71,381.44,1062.14,748.88,1042.63,413.14,191.6,399.05,512.25,369.64,2310.98,479.99,586.1,2556.78,181.33,528.25,282.49,185.3,103.83,183.15,79,233.68,444.65,1111.88,751.7,622.52,845.51,692.23,671.97
"K03488",1633.52,662.14,1455.12,1477.01,2642.37,1313.93,485.08,982.5,785.02,796.48,4971.83,1607.96,712.29,2928.55,357.39,1951.82,741.93,476.57,130.87,574.71,185.41,742.27,1240.64,3032.65,2238.06,1486.73,2389.56,1577.53,1446.25
"K03489",88.98,23.66,20.71,64.15,114.07,60.92,6.95,63.17,167.2,17.73,169.32,89.53,0.33,7,12.66,55.45,23.94,9.87,0,34.92,6.78,6.5,103.75,101.65,131.73,105.47,213.14,57.91,74.61
"K03490",619.35,333.61,891.78,639.54,957.37,364.47,338.1,341.15,255.52,234.54,1850.35,471.66,124.3,909.09,173.83,506.61,249.76,171.53,63.43,173.35,83.3,242.85,430.28,1029.71,689.26,584.08,789.61,637.59,620.13
"K03491",597.33,129,235.76,341.45,711.93,341.66,164.76,300.41,147.17,242.59,1023.99,638.91,92.99,270.44,74.73,799.4,245.48,156.99,14.51,138,11,248.49,298.76,1028.5,573.57,446.61,660.23,364.51,358.15
"K03492",734.02,315.58,899.51,563.2,667.66,333.86,197.78,319.6,291.36,267.58,1620.47,502.6,127.79,897.65,145.41,656.41,254.85,180.12,62.92,179.37,54.13,220.74,435.73,1046.58,685.38,576.75,779.36,472.16,490.8
"K03493",73.7,27.03,78.09,99.33,210.16,91.17,12.53,69.08,23.25,51,474.75,81.42,74.67,248.91,14.5,52.42,36.25,36.83,6,26.83,6.33,28,181.33,151.83,95,57.42,109.72,97.33,81.17
"K03495",4765.76,1556.64,5163.81,5319.02,5160.53,2991.61,6125.06,3002.78,7446.85,5978.52,7957.95,3332.06,1341.86,8241.76,823.56,2262.54,1321.62,757.05,599.79,1312.97,673.94,1271.21,4714.29,6112.14,5644.75,4620.97,5483.81,4026.43,3507.47
"K03496",9721.54,2255.23,6502.12,7428.05,8364.4,6144.83,16829.11,5287.07,13108.81,14517.88,14736.12,6755.49,1517.21,7819.08,1880.73,3800,2878.35,1475.26,920.17,2707.5,1345.41,3015.52,10274.13,11047.36,10819.54,8458.35,9495.71,7163.07,6130.49
"K03497",5858.26,1747.98,5276.21,5766.91,5830.44,3782,6382.14,3322.43,7446.02,6033.59,9094.71,3937.14,933.9,6654.02,941.76,2443.03,1593.95,892.26,574.37,1521.2,715.86,1457.03,5175.3,7411.12,7208.41,5536.02,7096.13,4657.66,4122.84
"K03498",5884.12,1773.72,5862.53,6692.46,6526.93,3609.07,11407.09,3936.93,12942.5,10617.18,13251.48,4208.06,1423.52,8421.92,1371.06,2955.07,2411.69,1030.05,720.29,1909.62,844.2,2101.06,6292.69,7641.63,6991.52,6041.13,7500.28,6020.83,5166.72
"K03499",6743.39,1976.72,6386.76,7182.47,7677.04,4134.26,6400.95,4748.21,10525.54,7036.71,13922.35,5247.68,1461.93,8473.04,1519.98,3854.47,3244.58,1348.46,629.79,2148.27,849.26,2432.74,6858.87,9561.53,8719.73,7150.38,9041.74,6557.86,5713.08
"K03500",5521.5,1735.47,5501.89,6175.61,6126.2,4073.15,6236.75,3700.67,7533.77,6281.22,11558.46,4721.19,1395.44,8404.1,1408.23,2566.68,2056.37,1052.64,621.79,2010.33,785.44,2029.63,5849.62,7703.89,7233.87,6163.92,7402.71,4712.14,4727.55
"K03501",4951.67,1589.39,5245.14,5491.02,5430.7,3175.64,6181.75,3066.75,7442.44,5979.55,8431.87,3573.51,1361.94,8253.43,889.89,2270.34,1455.03,858.64,606.79,1373.16,690.44,1316.96,4878.29,6533.3,6009.19,4848.58,5881.12,4163.88,3670.8
"K03502",1770.01,752.36,2002.19,2103.39,3249.6,1316.14,5658.81,1577.59,6542.15,5217.85,5236.68,1535.73,1238.77,4527.41,467.65,1527.55,810.77,525.55,286.02,553.64,223.29,679.5,1742.94,3198.05,2573,2007.81,2910.71,1860.7,1771.77
"K03503",1594.63,1025.23,3168.78,2278.34,2625.81,936.93,5728.05,1250.45,6666.81,5214.82,5004.62,968.68,1350.82,5999.4,375.76,1163.96,608.97,397.47,384.26,396.37,272.12,412.26,1385.91,2557.98,1769.33,1706.3,1991.17,1468.38,1601.6
"K03516",679.22,390.36,1079.97,795.54,1157.98,439.3,350.02,406.96,514.92,372.06,2395.15,511.57,582.78,2553.2,197.41,552.75,294.91,187.72,104.37,223.15,113.22,240.93,488.57,1133.71,749.11,686.02,926.6,761.89,738.22
"K03517",5042.13,1573.43,4964.81,5134.38,4812.03,3251.69,6028.88,3031.82,4562.28,5648.59,9284.46,3881.81,1265.19,8076.49,1120.06,2214.08,1765.27,889.89,605.62,1615.99,713.53,1666.13,4787.44,6611.12,6075.84,5021.02,6038.57,4223.02,4028.48
"K03518",1232.23,686.04,2976.63,3533.14,4488.76,1157.56,798.06,3177.4,16664.28,2905.24,2541.81,1171.67,372.29,975.33,239.59,822.87,717.26,337.93,75.75,371.94,118,380,3493.04,3032.06,3139.48,3146.4,2918.92,1579.98,1864.5
"K03519",385.99,163.83,741.83,1105.83,1496,439.86,242.94,1024.52,5482.5,935.78,646.34,348.17,85,65.67,64,197.72,102,49.1,11,90.93,41.1,142.25,1296.5,1030.08,977.61,1111.27,1013.55,467.24,576.61
"K03520",387,164,739.58,1091.08,1492.33,560.44,243.11,999.22,5483,928.11,661,354.67,85,65,65,184.22,102,47,22,91.11,47,167,1313,1016.67,1012.44,1184.19,969.89,457.67,568.11
"K03521",4174.3,1172.84,4135.95,4554.64,4263.87,2654.39,5761.47,2243.05,6721.13,5543.48,5685.94,2946.73,748.58,5499.54,692.41,1711.42,1313.87,592.21,495.4,1020.06,609.67,1195.13,4232.34,5059.59,5064.67,4180.1,4660.88,3454.45,2932.27
"K03522",4162.31,1169.51,4104.62,4542.64,4256.03,2665.06,5761.47,2225.72,6718.3,5534.98,5550.11,2950.57,747.91,5478.71,665.74,1598.42,1210.54,570.55,492.4,1006.72,590.34,1129.63,4204.67,5083.42,5041.84,4121.27,4667.39,3409.29,2939.44
"K03523",1432.7,452.93,951.75,1614.3,2433.99,1254.27,346.48,1576.59,3135.19,1006.9,3591.45,1598.33,175.41,402.94,471.31,905.23,875.37,444.45,35.67,713.92,138.77,714.25,1710.9,2920.27,2763.93,2222.03,3004.54,1403.32,1724.15
"K03524",5594.5,1787.04,5575.79,6226.34,6245.38,3767.12,6277.58,4168.87,7573.11,6361.38,11756.03,4754.34,1405.27,8414.93,1443.05,2711.5,2261.69,1143.24,619.79,2086.06,759.54,2101.47,6031.28,8136.79,7221.34,6131.74,7480.77,4972.94,4936.04
"K03525",3684.48,1048.2,3922.88,4188.88,3493.49,2272.63,607.03,2388.77,3999.61,1520.04,3940.1,2634.02,657.33,5357.54,519.91,1238.2,884.12,523.4,366.5,936.84,516.06,851.62,3906.14,4654.17,4703.47,3767.07,4034.03,2675.27,2373.65
"K03526",4778.31,1528.7,5110.16,5251.72,4981.67,2971.66,6075.49,2920.98,7228.28,5880.71,7491.88,3307.32,1301.44,7998.16,810.57,1905.89,1287.86,730.65,597.62,1244.1,675.53,1195.3,4633.29,6009.22,5708.64,4669.22,5420.4,3892.56,3448.51
"K03527",4777.22,1545.7,5144.49,5271.8,5068.26,3003.83,6079.66,2955.31,7226.11,5900.04,7656.88,3339.4,1293.61,8000.99,838.07,1927.56,1320.03,749.81,598.62,1275.27,678.03,1202.13,4705.54,6056.39,5829.97,4753.22,5519.48,3938.22,3502.76
