"","CBN7.1","CBN6.2","CBN10.1","CBN10.2","CBN9.2","CBN13.2","CBN1.1","CBN11.1","CBN17.1","CBN12.1","CBN16.1","CBN13.1"
"K00433",24.5,396,29,716,44.83,301.17,65,85.5,220.5,373,41,407.67
"K00435",0.4,0.2,1.6,3.4,2.6,2.2,0,8.2,0,9.6,1.87,5.2
"K00440",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00441",0.4,22.44,4.6,135.15,24.6,15.45,2.25,27.19,2,50.6,9.2,26.7
"K00442",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00443",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00446",1.8,1.4,6.2,12.8,14.2,10.4,4,14.4,2,15.2,0.4,6.4
"K00448",228.02,195.78,57.79,100.31,58.83,110.85,95.04,296.61,51.04,400.59,68.21,147.33
"K00449",228.02,198.78,58.79,100.31,58.83,111.85,100.04,304.61,51.04,402.59,75.21,148.33
"K00450",222.33,132.81,50.67,71.38,39.82,101.38,56.58,242.46,41.91,128.67,17.78,98.35
"K00451",723,183.33,363,133.33,430.33,1951.5,44.33,66,590.33,64.5,70,679.17
"K00452",0,5,0,0,1,13,0,17,0,7,0,8
"K00453",701.19,251.85,362.87,168.68,461.22,1708.14,66.7,165.78,607.13,96.67,87.68,672.65
"K00455",229.66,173.75,82.59,110.96,67.27,96.04,111.01,321.82,61.57,150.42,54.36,148.18
"K00457",956.02,407.11,456.79,228.64,592.16,1821.35,779.37,337.61,644.37,262.09,147.21,716.5
"K00459",1049.23,925.13,523.02,287.03,792.37,2707.08,1427.84,392.53,661.41,1273.02,307.73,944.22
"K00466",670.9,107.2,326.6,85.4,395.6,1663.2,22,21.2,576,34.1,9.7,490.2
"K00467",0,4,0,0,0,1,0,0,0,0,0,0
"K00469",0,2,0,0,0,3,0,0,0,0,0,1
"K00471",0,1,0,0,0,0,0,0,0,0,0,7
"K00472",0,76.5,1,9,14.33,6.67,2,1,0,10,3,1.17
"K00476",5.29,27.15,7.27,28.28,15.29,14.27,11.7,55.58,9.13,19.57,29.98,40.28
"K00479",656.4,116.2,326.6,85.4,395.6,1663.2,22,19.2,576,26.6,1.2,490.2
"K00480",238.63,131.83,56.62,76.93,58.14,112.28,66.34,269.23,43.91,149.62,28.43,100.25
"K00481",884.02,282.78,381.79,182.31,446.83,1767.85,116.04,312.61,627.04,415.59,69.21,625.33
"K00483",256.55,312.9,101.66,141.04,128.16,144.91,261.51,337.4,84.1,317.19,250.14,164.66
"K00484",250.15,210.7,90.06,124.64,72.56,116.71,251.51,303.2,77.1,170.59,113.94,138.46
"K00486",2,5,0,1,2,17,9,24,0,7,0,7
"K00491",6,104.5,7,23,38.33,15.67,7,26,7,132,150,17.17
"K00493",0,9,1,10,5,7,1,12,0,5,13,3
"K00496",52.29,208.15,22.27,56.28,30.29,591.27,9.7,66.58,4.13,316.57,68.98,177.28
"K00500",11.5,44.33,10,30.33,5.33,20.5,0.33,27,2.33,17,29.5,34.17
"K00505",14.5,0,0,0,0,0,0,2,0,0.5,8.5,0
"K00507",728.5,229,383,164,445,1669,46,62,604,128.5,185.5,622
"K00508",76.51,263.96,40.01,110.36,92.18,648.94,186.2,185.03,41.99,366.67,120.09,275.08
"K00510",672.5,128,325,115,398,1664.8,24.5,23.2,576,126.5,29.5,501.5
"K00515",0,0,0,0,0,2.33,0,0,0,0,0,0
"K00517",778,1658.5,392,211,521.33,2968.67,73,200,588,2800,220,852.17
"K00518",687.5,127,344,96,410,1659,33,18,585,41.5,46.5,558
"K00520",17.4,35.2,24.6,37.4,43.6,34,8,18.9,17,220.6,48.7,15.7
"K00523",21,520,48,766,53,104,44,145,219,410,131,398
"K00525",2199.76,3101.03,1203.66,2319,1542.98,4415.87,2014.94,1296.17,1894.19,2791.88,945.45,3308.8
"K00526",1339.26,2184.7,702.66,2105.5,871.65,2595.17,1306.44,987.04,1235.19,2669.38,736.28,1706.63
"K00527",472.23,749.94,200.23,1077.06,220.89,354.43,317.93,557.15,336.43,765.09,433.61,721.95
"K00528",1280.03,2023.67,672.43,1216.19,824.76,3023.49,1024.26,806.05,960.76,1753.29,449.17,2418.18
"K00529",292.9,445.45,173.06,158.39,262.56,215.29,925.76,382.45,100.6,516.59,167.94,248.46
"K00537",1311.63,1753.06,677.29,1962.45,863.45,2445.89,1313.69,1004.27,1223.03,1344.18,796.38,1749.41
"K00543",1,26,2,10,0,51,0,10,0,28,1,4
"K00545",1,151,3,0,6,48,4,6,0,283,5,1
"K00547",941.05,557.07,403.16,252.54,531.16,1859.25,276.17,349.58,668.1,601.02,321.14,656.32
"K00548",1213.53,2048.34,707.93,1181.69,982.09,2475.66,1692.26,831.72,988.76,1376.79,509.17,2323.35
"K00549",1588.33,1761.58,684.55,1544.15,801.55,2558.09,837.78,1311.47,1065.97,2265.3,822.72,1572.25
"K00554",1249.13,2050.14,698.33,1238.29,905.49,2503.46,1047.76,874.52,997.76,1769.69,746.31,2386.15
"K00555",2,34.58,17,143.75,19,14.58,5.75,23.33,6,144,20,40
"K00556",263.73,633.61,120.73,853.56,97.56,201.96,301.93,379.12,299.43,554.09,150.77,475.78
"K00557",270.23,748.11,129.23,882.06,134.56,224.46,295.93,386.12,305.43,672.09,299.27,493.78
"K00558",1134.63,778.89,622.33,520.37,738.99,2409.91,997.34,756.82,737.76,561.02,406.97,1955.65
"K00560",413.03,1190.59,265.93,1095.11,387.09,641.58,991.18,695.05,356.43,1361.79,659.01,842.35
"K00561",657,255,327,95,395,1708,26,25.5,576,302,19,501
"K00563",982.63,812.31,495.83,1030.46,581.16,2177.46,360.93,428.52,899.43,661.69,292.31,1157.48
"K00564",363.95,1295.42,197.97,1730.31,254.78,604.5,529.6,651.37,572.79,1384.86,626.72,1097.25
"K00566",1216.13,2044.14,692.33,1233.29,904.49,2495.29,1047.76,859.52,995.76,1770.69,745.31,2380.15
"K00567",1958.13,2215.97,1044.33,1556.79,1333.49,4445.49,1113.26,859.65,1586.76,1905.69,684.31,2933.15
"K00568",325.23,870.11,216.23,966.06,268.56,237.96,951.93,503.12,335.43,679.59,308.77,579.78
"K00569",31.5,68.5,29,51,28,24.5,7,32,3,28,102.5,42
"K00570",0,2,0,0,0,1,5,0,0,2,0,0
"K00571",249.05,368.77,214.95,193.41,148.57,89.04,120.09,204.27,64.03,749.61,476.8,213.87
"K00573",1045.23,1817.35,675.73,1241.64,883.56,2064.7,1662.51,723.78,963.76,828.42,321.27,2060.28
"K00574",1863.85,2771.95,994.07,1283.37,1327.55,4872.99,1886.26,737.77,1534.12,3696.29,556.42,1995.45
"K00575",492.23,2877.02,347.73,1834.14,462.22,563.21,1013.01,737.45,591.76,1569.26,515.77,2027.12
"K00577",0,2.66,1,3,6,0,0,3.66,1,6.67,0,1
"K00578",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00579",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00580",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00581",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00582",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00583",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K00584",0,22.66,4,92,24,0,1,14.66,3,26,9,23
"K00586",0,25.58,17,136.75,15,14.58,5.25,20.33,6,59,13,39.5
"K00588",670.5,107,324,82,388,1657,21,10,576,22.5,9.5,485
"K00590",0,0,0,0,0,2.33,0,0,0,0,0,0
"K00594",657.4,128.2,326.6,117.4,392.6,1659.2,28,10.2,577,53.6,4.2,497.2
"K00595",1389,415.33,679,194.33,817,3637.13,64.33,104.2,1162.33,357,74,1129.67
"K00598",942.81,847.2,461.19,906.28,504.87,2094.49,177.43,342.27,852.57,867.69,151.56,1067.38
"K00600",1893.26,2377.28,1046.2,1478.84,1328.69,4235.94,1084.01,888.92,1579.09,2207.72,801.04,2928.37
"K00602",1242.13,2192.72,692.33,1273.04,904.49,2565.04,1047.01,807.85,982.76,1973.69,614.64,2293.65
"K00603",34,18,17,37,40,33,9,16.5,12,9,50.5,13.5
"K00604",1286.63,2100.14,705.33,1243.29,918.49,2768.46,1048.76,880.52,998.76,1775.19,754.81,2459.15
"K00605",1180.53,2031.17,672.93,1282.52,868.09,2491.51,1049.09,839.52,975.09,1688.29,535.67,2315.35
"K00606",1182.13,2010.39,681.83,1209.54,850.49,2466.04,1038.01,767.52,970.76,1718.19,534.97,2271.15
"K00608",17,0,6,1,0,0,1,1,0,0,2,0
"K00609",1225.13,2066.72,703.33,1366.04,919.49,2517.04,1050.01,810.85,988.76,1767.69,625.64,2327.65
"K00610",301.23,660.69,136.73,992.31,107.56,209.54,290.18,401.45,306.43,590.09,156.27,503.28
"K00611",1218.13,1963.22,672.33,1315.04,888.82,2474.71,1038.01,822.85,992.76,1711.69,650.31,2344.82
"K00612",671.5,518.25,345,845.75,407,1740.25,60.25,95,793,408.5,45.5,818.5
"K00615",3659.31,4624.66,1837.11,3409.09,2087.79,6680.75,1848.87,2661.38,2940.84,3602.31,1187.04,4874.34
"K00616",1577.19,2475.58,847.73,1440.86,976.71,2748.09,1374.02,1386.98,1119.36,2103.94,664.58,2541.1
"K00619",722.9,965.02,393.6,197.06,497.93,2090.53,54.16,143.86,594.66,782.1,105.7,1584.87
"K00620",975.9,1562.69,564.6,451.06,813.93,2343.33,748.16,411.23,683.66,1409.6,437.7,1805.37
"K00622",1,151,3,0,6,48,4,6,0,283,5,1
"K00624",14.5,1,0,10,0,1,0,11,0,3.5,21.5,3
"K00625",51,123.83,33.5,64.5,87.33,48.67,17,112.33,24,148,325.84,131.67
"K00626",5831.32,5261.82,3181.18,1915.41,4085.03,15522.39,3834.01,1605.47,4386.63,5275.34,1375.56,6208.37
"K00627",1788.21,1843.89,999.77,1435.8,1338.6,3944.08,1253.71,889.18,1568.42,2335.13,968.77,2714.78
"K00631",291.23,967.11,146.73,888.56,127.56,576.46,299.93,468.12,300.43,1132.09,184.27,586.78
"K00632",1334.36,1770.5,724.06,2211.6,866.05,2721.36,1333.44,1003.44,1228.19,1755.28,709.24,1925.43
"K00633",5.58,41.9,42.17,21.08,11.33,14.41,15.92,17.57,8.16,28.5,36,14.33
"K00634",22,90.5,12.5,16.5,14.33,8.67,4,15,6,16,11,14.17
"K00638",28.99,432.95,32.47,750.68,48.62,32.84,214.5,121.38,247.53,362.17,105.08,366.45
"K00639",295.13,790.06,161.33,982.71,156.49,353.58,336.18,523.82,317.43,703.19,200.97,1471.65
"K00640",504.92,1934.86,335.1,1161.15,482.78,599.97,1002.54,706.09,386.22,1628.59,576.29,1650.43
"K00641",111.23,426.27,130.77,216.15,237.93,498.58,696.75,248.4,35.66,718.93,207.03,1213.19
"K00643",39.29,89.15,55.27,29.28,116.29,18.27,652.7,46.58,30.13,89.57,55.98,20.28
"K00645",2168.12,2584.6,1138.34,1463.01,1360.47,4360.7,1183.34,1212.61,1651.5,2304.52,694.09,2943.83
"K00647",563.38,949.15,250.29,1036.37,299.79,331.01,1157.77,734,388.2,745.51,355.38,691.23
"K00648",3323.75,2455.98,1729.67,1668.27,2239.31,7786.53,1315.76,973.47,2786.45,1880.56,1075.12,4010.82
"K00651",354.23,776.61,163.73,938.56,189.89,260.63,311.93,429.62,323.43,698.09,377.77,515.45
"K00652",1035.81,1974.93,621.4,1159.39,745.22,2405.42,1011.6,692.56,924.59,1465.59,373.1,2080.28
"K00655",3353.83,2766.57,1791.13,1648.82,2296.62,7799.06,1791.59,1019.12,2761.09,2181.99,913.41,4076.42
"K00656",1036.79,1664.77,435.17,1946.69,363.7,659.3,642.71,1250.7,705.97,1389.68,435.02,1171.81
"K00657",308.23,753.61,137.73,921.56,161.55,242.47,307.93,456.62,321.43,793.09,226.77,534.79
"K00658",1054.13,1355.47,608.83,1168.12,815.49,2374.29,1071.59,755.52,947.09,1501.69,551.47,2227.82
"K00661",1010.3,500.15,509.16,301.29,607.82,2111.13,294.76,447.85,699.6,356.36,481.33,851.5
"K00662",29,14.5,0.5,9.5,4.33,3,1,144,0,25,243.67,184.17
"K00663",679,130.5,336,88,403.33,1924.67,25,12,578,227,4,565.17
"K00666",3346.56,3509.69,1771.19,1165.27,2408.36,10198.41,2266.42,897.75,2471.73,4107.52,964.06,4175.89
"K00672",0,4.33,2,1,12,0,0,3.33,2,9,0,2
"K00673",484.73,787.38,165.98,919.02,129,293.34,370.1,589.78,335.51,655.01,159.97,552.81
"K00674",1107.13,1213.56,590.33,1168.71,733.16,2285.84,1014.18,591.22,936.43,1316.69,447.97,1256.98
"K00675",924.2,411.65,422.36,216.99,465.55,1782.57,133.96,315.65,633.2,214.49,125.34,626.97
"K00677",350.52,1614.26,280.5,1025.34,376.85,450.23,987.13,683.7,380.56,1128.16,351.75,1532.56
"K00680",2.2,120.6,10.3,57.7,68.44,46.96,52,127.1,14,68.8,48.94,82.96
"K00681",1975.28,1879.68,1020.39,1504.77,1340.39,4111.54,1973.27,1026.2,1596.03,1970.28,626.91,1963.43
"K00684",325.23,913.44,230.73,980.89,308.56,353.79,993.26,578.12,321.76,701.09,284.27,1490.78
"K00685",63.5,200.5,85,88,159,39.5,658,110,21,75,136.5,96
"K00686",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K00687",17,14,11,36,40,32,8,18,12,9,50.17,25.5
"K00688",1498.86,2554.08,761.06,2070.85,903.05,2678.92,691.69,1166.97,1286.19,2022.28,695.74,2747.43
"K00689",17,14,11,36,40,32,8,15.5,12,9,48.5,13.5
"K00690",45.33,49.32,44.67,28.33,17.33,30.16,15.67,98.49,10.66,29,136.33,118.33
"K00691",4,11,9.5,9.5,12,17,2,75.5,3,6,136.01,105
"K00692",20.89,39.15,9.07,29.08,14.89,21.2,146.5,29.58,22.53,30.77,64.78,21.48
"K00694",256.13,661.81,118.83,880.96,106.16,187.16,321.93,420.32,302.93,782.19,151.47,502.98
"K00697",963.8,516.9,452.66,306.54,511.16,2113.54,297.01,372.85,664.6,591.69,201.64,797.16
"K00700",1063.13,1244.14,547.33,1152.29,645.49,2369.96,369.76,677.02,915.76,1130.19,354.47,2143.15
"K00702",17,0,6,1,1,0,1,11,2,4,2,3
"K00703",445.23,1630.94,270.73,1042.89,323.89,490.46,352.76,634.62,379.76,1087.09,411.77,1593.95
"K00705",1097.13,1069.64,560.33,1097.29,642.16,2339.12,356.26,554.02,912.76,1003.19,291.47,2058.48
"K00712",21,25,20,36,49,33,9,15.5,15,14,54.51,13.5
"K00720",17,14,11,36,40,32,8,15.5,12,9,48.5,13.5
"K00721",875.9,1058.44,543.1,405.31,700.6,2203.24,735.91,328.73,666.66,735.44,134.7,1771.37
"K00737",3,0,0,0,0,0,0,0,0,0,4,0
"K00748",344.23,1547.11,271.23,1001.06,368.56,380.96,981.43,658.12,378.43,871.59,325.77,1508.28
"K00752",0,9,0,13,1,0,1,1,0,15,0,6
"K00754",0.4,35.7,1.6,7.4,9.93,7.2,2,221.2,0,427.6,321.2,276.37
"K00756",152,182.33,63.5,102.83,111.66,127.67,32.33,128,36.33,297,233.84,153.84
"K00757",274.23,671.61,142.23,942.06,100.56,237.12,303.43,397.12,301.43,824.59,170.77,499.78
"K00758",1004.13,1001.31,522.33,994.96,641.16,2165.66,978.93,436.32,898.43,1158.19,240.97,1115.98
"K00759",1232.73,1972.27,685.23,1466.39,883.89,2530.42,1037.26,878.65,981.76,1690.59,735.61,2422.45
"K00760",1241.13,2037.64,690.33,1233.29,906.82,2489.63,1046.76,807.02,980.76,1710.19,735.81,2366.32
"K00761",1215.13,1238.39,615.83,1186.54,793.49,2375.54,1030.51,694.52,943.76,1542.19,676.81,1446.15
"K00762",1249.13,2080.3,711.33,1410.79,925.49,2537.95,1051.26,823.18,989.76,1803.69,629.31,2333.15
"K00763",1204.13,2112.22,644.33,1303.04,794.82,2515.71,411.51,754.85,962.76,1922.69,645.31,2344.32
"K00764",1249.13,2069.72,725.33,1372.04,923.49,2521.04,1055.01,811.85,993.76,1789.69,631.64,2341.65
"K00765",1241.13,2061.72,697.83,1352.54,911.49,2512.54,1046.01,805.35,984.76,1749.19,586.47,2301.65
"K00766",993.72,1894.47,609.24,1308.58,867.22,2428.83,948,529.28,938.69,1628.77,544.11,2209.97
"K00767",1220.13,2044.05,669.83,1312.54,873.49,2469.74,1042.01,815.98,971.76,1748.19,542.97,2308.15
"K00768",1787.91,1392.33,907.09,1157.54,1107.27,4089.42,887.59,639.77,1469.4,1460.92,383.86,2603.68
"K00769",257.23,627.11,116.73,842.56,90.56,185.46,293.93,377.12,296.43,545.09,147.27,468.78
"K00772",824.5,1171.66,500,300.33,665,1939.33,697.83,271.33,645.33,738.5,79.5,1560.5
"K00773",560.63,1760.14,349.33,1121.29,485.49,794.46,1005.76,731.52,411.76,1428.19,568.81,1729.15
"K00782",705.31,320.26,429.94,272.31,501.26,1823.74,66.75,150.31,608.82,292.43,218.7,1522.69
"K00783",521.23,1709.61,308.73,1085.56,413.89,499.13,988.93,750.12,357.43,1255.59,635.61,1711.45
"K00784",963.31,599.11,477.69,388.69,546.2,1895.07,162.84,395.6,657.4,657.52,409.9,770.55
"K00786",17,30,11,36,40,36,8,15.5,12,9,48.5,13.5
"K00788",1200.13,2082.72,715.83,1209.54,987.49,2480.04,1707.51,793.85,983.76,1622.19,545.31,2265.65
"K00789",1251.13,2230.05,715.33,1383.04,924.49,2566.04,1054.51,905.18,1003.76,2154.69,766.31,2420.15
"K00790",2062.03,2342.84,1081.43,1405.19,1392.42,4293.33,1087.76,976.72,1601.76,2103.79,958.85,3003.02
"K00791",1249.13,2052.14,698.33,1238.29,905.49,2506.46,1047.76,874.52,997.76,1769.69,746.31,2387.15
"K00793",1195.13,2052.72,686.83,1318.54,865.49,2473.04,1036.01,800.85,971.76,1738.69,650.14,2378.15
"K00794",1188.13,2042.72,681.83,1317.54,866.49,2476.04,1037.01,868.85,969.76,1741.69,650.14,2379.15
"K00795",317.23,805.11,203.23,930.06,252.56,222.96,971.93,480.12,319.43,617.59,274.77,565.78
"K00796",1953.63,2342.97,1053.83,1430.29,1338.49,4508.25,1090.26,845.55,1568.76,2105.69,668.97,2932.15
"K00797",1113.23,1894.11,602.73,1213.56,710.55,2161.3,365.43,717.12,941.43,1417.59,460.27,2120.79
"K00798",806.5,626.08,456.5,304.58,695.33,2115.38,733.58,212.2,636.33,551.5,395.5,763.67
"K00799",1566.97,3501.31,903.25,3756.33,1343.72,1025.82,6255.64,2238.88,1434.89,2603.62,1053.85,2271.8
"K00800",1256.63,2073.97,708.33,1398.79,921.49,2528.29,1046.26,823.85,989.76,1786.19,608.14,2321.15
"K00801",0,1.25,0,41.75,0,13.58,0.25,9,0,24,0,4.5
"K00803",25,331,18,39,26,363,10,82,3,578,36,89
"K00805",1532.4,883.53,744.6,312.73,922.26,3795.67,90.33,227.4,1186.33,1309.6,564.88,1373.54
"K00806",1247.13,1900.72,704.83,1280.54,900.49,2468.54,1044.01,877.85,998.76,1512.86,739.81,2388.65
"K00808",0,0,0,1,0,0,0,0,0,0.67,0,0
"K00809",2,37.49,22,183.83,21,46.16,22.83,41.66,7.33,105,17,69
"K00812",232.3,1126.22,230.7,412.14,344.53,331.39,724.84,397.39,102.33,945.71,338.9,1203.07
"K00813",264.23,631.11,121.73,853.56,94.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K00817",3366.75,3325.23,1820.17,2503.02,2241.31,8210.21,1361.51,1102.2,2987.62,3125.56,927.45,4473.82
"K00818",918.9,1315.2,492.1,350.9,649.26,2279.84,99.5,373.9,644,929.1,422.2,1775.54
"K00819",1351,632.5,663,179,831.33,3443.67,73,60,1161,758,169,998.17
"K00820",1929.63,2192.55,1044.33,1537.87,1316.49,4199.2,1077.84,927.85,1568.09,1885.19,743.81,2947.65
"K00821",432.23,1391.77,236.23,992.39,287.56,309.29,941.26,540.45,350.76,753.59,172.77,613.78
"K00822",39.29,107.15,55.27,44.28,131.29,33.27,657.7,68.58,24.13,35.57,35.98,41.28
"K00823",932.73,349.02,451.73,284.64,481.56,1796.37,290.51,335.45,665.76,281.59,164.77,680.28
"K00824",58.33,261.66,78.17,73.67,178.66,21.34,663.17,107.67,24.33,191.5,252.33,77.66
"K00826",1960.96,2904.46,1135,1572.12,1501.82,4339.12,1740.59,1034.52,1606.42,1989.52,695.47,3775.64
"K00830",9.5,46.75,27,65.75,11,17.08,4.25,72,6,72,36.5,48.5
"K00831",1100.13,1314.14,594.33,1157.29,779.49,2287.46,1021.26,583.02,932.76,1364.36,553.97,1267.65
"K00832",268.52,688.26,128,881.84,111.85,197.73,325.63,446.7,307.56,568.66,177.25,511.06
"K00833",1002.73,1147.61,531.73,1091.56,609.89,2329.93,349.43,655.32,904.43,1158.59,350.77,2065.45
"K00835",262.23,631.11,120.73,852.56,94.56,185.46,288.93,369.12,298.43,545.09,152.27,469.78
"K00836",1630.65,477.29,720.06,358.06,875.23,3736.3,283.09,358.88,1228.77,565.42,305.44,1209.95
"K00839",245.15,563.04,73.56,822.31,77.73,115.55,272.84,344.38,286.27,497.42,111.61,455.95
"K00840",472.73,740.38,157.98,905.02,123,262.84,368.1,588.78,333.01,650.01,142.97,548.81
"K00841",39.29,141.65,50.77,81.78,88.62,57.94,20.7,44.58,29.13,41.57,144.15,53.95
"K00845",3998.43,2597.95,2036.03,1710,2538.69,9414.9,1181.67,930.12,3301.42,1764.39,749.38,4455.05
"K00847",1659.12,2331.14,814.55,2795.59,937.39,2600.63,1464.86,1453.74,1524.27,2180.26,850.58,2297.41
"K00848",923.64,682.69,438.36,913.11,460.87,1788.15,162.76,322.44,843.73,739.02,91.39,928.37
"K00849",1063.13,1070.64,522.33,1066.29,624.16,2251.09,368.26,608.72,910.76,1120.19,565.81,1296.48
"K00850",1906.75,2123.98,979.67,1342.6,1194.98,4194.86,603.09,865.97,1567.95,1665.89,785.95,2907.65
"K00851",1025.77,1377.21,545.9,1788.29,635.71,2231.92,541.18,578.85,1146.46,1498.96,509.76,1533.3
"K00852",1190.13,1192.55,598.83,1212.37,761.49,2234.37,1029.84,719.35,944.09,1406.19,666.81,1431.32
"K00853",253.13,618.81,115.33,853.96,92.16,186.16,289.93,369.32,296.43,543.69,145.64,469.98
"K00854",3255.08,2454.05,1589.69,2756.87,1836.89,7093.11,657.97,879.6,3106.3,2422.51,513.32,3362.93
"K00855",270.23,693.11,129.73,885.56,106.56,188.46,296.93,392.12,299.43,562.09,178.27,497.78
"K00856",1372.5,436.33,681,202.33,827,3630.33,63.33,60,1163.33,357.5,73.5,1155
"K00857",999.13,912.14,508.83,1043.79,599.49,1915.66,361.26,532.32,908.76,794.19,547.81,1205.65
"K00858",1255.13,2216.47,732.83,1445.29,955.82,2544.62,1060.26,870.85,1013.76,2216.69,898.31,2451.32
"K00859",1249.13,2051.14,703.33,1238.29,908.49,2506.46,1047.76,880.52,997.76,1771.69,746.31,2386.15
"K00860",949.73,899.94,502.73,1018.89,553.89,1967.46,335.26,541.12,887.76,741.59,311.77,1906.95
"K00863",882.73,258.63,375.52,168.03,436.2,1757.92,106.34,260.03,619.91,205.02,29.56,601.39
"K00864",2101.29,1950.48,1046.92,2128.67,1284.43,4276.42,1164.85,1145.02,1775,2132.44,922.34,3339.32
"K00865",1430.24,1791.91,693.72,1958.87,735.56,2518.02,540.19,1081.69,1216.5,2053.41,638.27,1858.43
"K00867",997.13,994.31,502.33,1038.96,601.16,2200.96,351.93,504.52,903.43,1274.69,549.31,1242.48
"K00868",588.03,1001.76,252.89,1073.85,291.05,392.09,571.69,737.47,413.03,1113.28,562.25,672.61
"K00869",23,73.91,48.5,193.58,73,67.91,24.58,132.33,21.33,298,208.84,178
"K00870",0,0,0,0,0,2.33,0,0,0,0,0,0
"K00872",1175.13,1200.06,593.83,1229.21,697.49,2353.21,360.68,560.02,952.43,1579.19,463.81,1296.65
"K00873",2170.36,2800.83,1152.06,2201.6,1395.38,4370.67,1362.94,1202.97,1860.19,2320.28,884.58,3353.6
"K00874",1915.45,1202.94,915.72,1215.02,1119.72,3676.79,1250.02,787.53,1554.87,939.78,449.1,1701.78
"K00876",1004.73,889.69,495.23,1069.14,612.88,1975.72,350.51,517.62,910.76,781.59,532.11,1117.96
"K00878",301.23,355.52,125.23,205.14,139.89,175.71,290.51,409.45,100.26,402.09,297.61,212.45
"K00879",6.58,442.57,59.17,730.08,31.33,73.91,76.92,73.24,223.16,392.5,47.33,334.33
"K00880",28.4,829.8,89.06,1461.01,74.24,65.08,271.18,194.16,472.52,725.25,150.83,698.93
"K00881",0.5,371.5,19.5,701,18,15,37,67,218,333.5,24,324
"K00882",1015.13,909.14,495.33,1058.29,599.49,2166.79,373.26,516.02,906.76,792.19,561.81,1263.65
"K00883",452.07,1049.59,168.68,1561.51,121.71,216.17,252.77,583.07,521.81,937.84,96.39,825.85
"K00884",476.06,754.04,161.65,922.19,135,266.34,352.27,633.45,341.84,659.51,160.3,579.13
"K00885",228.41,566.5,104.59,798.71,62.27,164.29,108.26,303.07,265.07,510.42,60.36,422.18
"K00886",90.3,224.4,42.2,63.8,52.2,338.7,27,53.6,14,589.7,90.9,175.4
"K00887",27,121.5,26.5,51.5,82.33,43.67,15,32,22,136,196.84,39.67
"K00891",1438.86,2657.16,815.56,2202.6,1004.05,2696.5,1339.94,1119.3,1282.19,2078.78,728.91,2782.43
"K00892",266.4,637.95,123.06,851.39,94.56,183.96,288.76,368.45,297.1,542.59,160.44,469.46
"K00895",0,2,2,1,2,2,3,0,1,4,3,0
"K00897",18,175,14,59,48,81,13,31.5,12,314,66.5,23.5
"K00899",253.15,680.04,82.06,833.48,112.89,186.39,303.01,375.88,296.77,643.09,250.94,471.79
"K00901",417.23,842.44,184.73,951.89,146.56,326.79,315.26,470.12,309.76,735.09,275.27,631.78
"K00903",0,7,0,0,0,0,0,0,0,5,1,0
"K00906",263.73,659.61,135.73,871.56,102.56,202.96,316.93,395.12,299.43,560.09,141.77,480.78
"K00912",344.23,1546.11,271.23,999.06,368.56,380.96,981.43,610.12,378.43,869.59,325.77,1507.28
"K00917",687.5,128,335,131,430,1691,29,35.5,590,49.5,76.67,507.5
"K00918",0,1.91,0,43.75,0,11.25,0.25,11.66,0,26,0,4.5
"K00919",1225.13,2019.81,673.33,1186.96,858.49,2454.13,1036.43,769.02,970.43,1695.69,543.81,2268.65
"K00924",2,57,7,10,15,8,2.5,16,4,104,7,7.5
"K00925",1213.63,1310.64,636.33,1224.96,767.49,2469.13,389.93,756.85,964.43,1336.19,771.65,2337.65
"K00926",553.23,541.4,295.02,333.01,202.53,323.16,225.77,789.72,169.97,454.5,337.74,435.86
"K00927",1232.13,2078.97,710.33,1427.79,931.49,2529.29,1059.26,945.85,1010.76,1851.69,762.31,2456.15
"K00928",1310.13,2308.22,745.33,1404.04,995.82,2580.21,1062.01,909.85,1020.76,2071.69,948.64,2342.82
"K00929",39,90.5,18.5,17.5,15.33,8.67,5,16,6,20,13,14.17
"K00930",1249.13,2064.47,692.33,1319.29,911.49,2499.46,1047.76,810.35,996.76,1783.69,618.97,2303.15
"K00931",1240.13,2045.47,689.33,1223.29,899.49,2498.46,1031.76,780.85,981.76,1714.69,591.64,2282.15
"K00932",229.91,169,83.09,87.71,46.27,98.29,96.26,236.07,48.07,144.92,39.36,96.18
"K00936",129,1020.32,161,235,374.3,312.53,710,344.32,78,337.52,471.01,1181.2
"K00937",1078.13,1210.47,580.83,1075.79,732.49,2253.99,1010.26,561.65,915.76,1344.69,502.14,1241.15
"K00938",21,42,22.5,56.5,52,34,10,98,17,235,195.84,127.5
"K00939",1250.13,2080.05,728.33,1395.37,938.49,2522.37,1063.34,949.85,1014.09,1834.69,764.31,2458.65
