"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_2E","FS_3A","FS_3C","FS_3E"
"K00215",15887.83,12842.47,19670.88,8316.05999999999,12431.77,13540.89,12675.32,15176.08,13498.05,16855.41,8613.17,22186.93,20580.46,15056.71,1730.91,20626.49,17026.97,15695.97
"K00216",989.27,698.32,1436.8,734.37,789.74,948.32,956.77,1236.43,1112.58,1363.39,860.499999999999,1837.73,1615.87,1073.69,44.89,1125.49,1198.1,1087.36
"K00217",617.55,515.83,806.88,283.17,515.36,567.21,341.51,366.87,298.94,986.23,469,972.42,1263.75,977.31,81.83,760.58,681.17,590.88
"K00218",20.5,20.58,17.67,25.92,33.83,18.58,34.66,35.91,31.09,48,31.25,46.5,102.5,55.75,9.75,20,28.75,12.25
"K00219",2603.83,1648.24,3281.19,1615.57,2048.77,2123.08,1857.53,2132.25,2003.02,2966.21,1895.37,3891.94,3627.41,2236.44,166.64,2663.83,2453.68,2252.09
"K00220",2496,2064.5,3037,1067.5,1862,2166.5,1721.5,1857,1598,3271.33,1471,3925.83,4404.67,3620,509,4214.5,3092.5,2653.5
"K00221",60.25,33,50.2,66,38.25,31.75,56.8,58.65,74.15,47.95,34.5,51.95,81,49.5,3.5,201.95,138.25,73.7
"K00226",2523.62,2310.6,2847.88,871.73,1523.85,1772.65,1521.05,1850.42,1481.93,2261.96,893.03,2526.43,2438.81,1997.18,171.33,2950.78,2208.11,2404.74
"K00227",1,1,5,0,0,1,0,1,2,4,0,6,3,3,1,0,0,1
"K00228",6363.33,4840.6,7956.08,3473.71,5255.47999999999,5941.38,4674,5448.84999999999,4758.91999999999,7306.37,3912.71,9690.11000000001,9664.55,7231.73,873.23,8910.58,7056.23999999999,6443.37999999999
"K00230",1439.55,900.31,1807.82,1007.39,1158.75,1188.12,1554.48,1721.38,1574.45,1287.02,733.359999999999,2023.53,1746.21,1168.86,86.48,1342.93,1346.42,1146.16
"K00231",4851.14,3980.51,5971.95,2522.9,3537.39,4078.15,4037.89,4829.99,4260.67,5303.68,2677.08,7386.27,6274.74,4670.92,521.99,6519.83,5513.01,5248.72
"K00232",713.02,489.67,982.89,534.07,624.05,628.84,791.14,944.39,862.56,736.29,459.91,986.26,950.92,705.09,39.33,762.03,807.74,619.55
"K00239",16501.23,13428.11,20723.19,8765.44999999999,12836.05,14194.26,13821.38,16568.74,14504.69,17712.24,8875.67,24162.54,21701.26,15709.81,2016.31,21217.15,17482.74,16152.79
"K00240",16107.98,13254.45,20406.57,8593.69999999999,12676.55,14002.93,13535.16,16166.84,14170.54,17300.88,8702.42,23863,21587.59,15628.15,2042.22,20885.29,17188.49,15783.01
"K00241",14226.28,11711.75,17596.68,7226.34999999999,10867.56,12200,11621.31,13717.31,11971.7,14998.57,7436.39,20500.51,18824.32,13716.47,1690.13,18347.42,14650.67,13710.64
"K00242",6716.93,5162.80999999999,8285.26,3624.07,5360.92999999999,5842.86,4771.71999999999,5545.82999999999,5033.24999999999,7454.58,3797.43,10220.25,9766.45,7185.29,894.9,8622.35,6845.83,6224.79999999999
"K00243",1496.46,893.67,1881.28,936.82,1259.91,1348.91,1004.08,1104.65,1080.9,1286.17,910.95,1967.9,1775.52,1176.29,84.12,1534.42,1393.79,1243.06
"K00244",1825.23,1121.52,2506.7,1391.49,1537.92,1676.79,1578.73,1902.25,1759.28,1684.33,1021.48,2395.64,2006.6,1371.38,56.16,1694.79,1760.1,1544.53
"K00245",1117.68,649.43,1553.95,853.32,924.42,1066.29,848.6,1006.15,920.139999999999,872.98,516.01,1255.93,1025.67,767.78,29.47,918.96,915.47,837.51
"K00246",1089.35,642.93,1532.7,833.4,902.25,1037.79,828.1,971.65,899.479999999999,821.81,496.85,1196.1,986.01,747.03,27.47,874.96,886.47,806.51
"K00247",894.18,509.44,1202.95,698.33,761.59,771.2,730.1,862.15,803.31,727.72,441.52,1095.02,862.51,612.37,21.14,699.55,729.23,657.93
"K00248",8972.51,7831.85,10302.02,3192.89,5725.5,6240.22,5733.89,6324.24,5934.37,9724.81999999999,4239.7,11953.05,11937.42,8833.97,1071.75,11423.61,8668.79,8810.07
"K00249",22825.97,17531.06,29331.58,11396.45,17286.81,20495,18361.64,20136.57,18579.08,26557.18,13043.76,35306.39,36672.24,27528.42,3764.48,31191.04,24818.72,20949.5
"K00252",8317.47,6519.11,9909.2,3978.25,6090.1,6841.91,6684.48,7404.09,6665.9,9248.93,4579.92,11848.63,11886.13,8854.82,1162.57,10947.33,8808.02,8097.41
"K00253",3988.46,2810.21,4780.16,1886.96,2868.16,3439.53,2353.72,2554.88,2240.81,4298.44,2083.46,5327.93,5889.41,4535.59,664.07,5025.73,3791.15,3292.14
"K00254",7477.42,5773.28,9691.53000000001,4391.51,6152.79,6962.68,5885.24999999999,6921.45999999999,6142.79999999999,8518.68,4450.99,10936.93,10963.83,8299.41,1064.08,10122.3,8255.93,7226.87
"K00255",862.4,481.4,943.7,380,490.7,578.25,592.95,640,476.2,1600,1001,1897,2008.5,873.5,52,1108.5,1033,1088
"K00256",200,197,256.5,80,194,165.5,133,136.5,124.5,181.5,62,182,197,153,16,276,208,187
"K00257",29557.08,22504.74,37500.95,14840.91,21525.77,25385.24,21704.25,24615.18,22333.46,31879.76,15203.34,39905.56,42256.36,32136.65,4242.35,36372.71,29840.11,25941.06
"K00259",11009.01,9108.85,13659.61,5667.23,8738.73,9643.88,8583.45,10310.93,8817.91,11895.56,6200.83,15400.92,14218,10514,1105.09,13630.6,11267.41,10518.79
"K00260",700.56,454.28,964.84,534.42,655.93,813.97,578.84,773.16,643.94,749.02,512.87,1289.77,970.12,550.67,34.64,843.42,711.33,673.06
"K00261",8127.94,6826.52999999999,10097.68,3568.72,5853.35999999999,6136.35,6294.35999999999,7971.57999999999,6904.62999999999,8067.69999999999,3942.1,9935.92,9185.25999999999,6583.26999999999,570.89,10373.96,8076.05,8255.91999999999
"K00262",2811.19,1955.28,3662.66,1837.1,2681.56,2559.78,2570.99,3040.49,2748.17,3149.77,2200.3,4373.17,3917.15,2653.46,182.89,3464.19,3338.48,2842.99
"K00263",1494.49,1143.29,1789.68,934.13,1196,1566.06,1313.37,1471.58,1235.55,2106.13,1242.63,3176.4,3005.02,1856.46,238.52,2060.47,1744.26,1590.38
"K00265",11055.99,9081.57,13535.87,5436.36999999999,8244.25,9156.18000000001,8048.56,9195.26,8393.49,11587.79,5433.01999999999,15734.33,14449.31,10796.51,1394.6,13144.53,10649.95,10151.78
"K00266",15255.46,12010.87,18962.47,8008.87999999999,11826.3,13244.27,12685.58,15027.61,13374.15,15761.78,8181.78,21630.99,19511.41,14134.4,1735.92,18803.47,15482.92,14355.05
"K00270",408.22,204.22,424.11,209,325.11,347,217,223.11,153.22,499,345,870,725,345,13,551,487,486
"K00271",729.39,610.84,1070.59,584.57,651.82,710.83,967.56,1113.79,1138.87,947.97,514.52,1714.93,1214.33,850.43,235.33,916.47,984.69,734.48
"K00273",385.86,284.68,533.02,298.58,367.06,332.41,317.58,461.15,404.18,262.44,180.25,326.57,336.1,309.43,17.83,459.35,405.59,311.35
"K00274",4758.6,3713.32,6098.96,2310.96,3360.31,4095.5,4241.89,4642.32,4238.33,5780.27,2758.76,7580.32,7934.78,5899.27,803.48,7227.34,5623.64,4739.65
"K00275",8744.14,6919.73,11183.21,4966.13999999999,7037.74,7922.64,7090.72999999999,8184.54999999999,7338.43,10083.98,5159.09,13717.14,13192.9,9725.35,1270.52,12144.63,10015.93,8923.59000000001
"K00276",1652.04,1183.94,2202.97,935.51,1317.41,1495.68,1642.85,1822.85,1645.08,2344.39,1234.29,2912.56,3053.63,2012.09,153.54,2071.7,1899.55,1713.83
"K00278",14010.73,11456.37,17766.07,7303.33999999999,10853.2,12060.85,11643.05,13929.19,12313.43,14496.21,7393.38,19169.03,17756.02,13239.5,1501.32,18138.06,14654.55,13561.01
"K00280",13.5,9.67,20.33,21.67,14.5,42,14.67,21,28.33,5.17,2,4.33,1.16,1.5,0,9.5,5.33,7
"K00281",5014.52999999999,3647.94,6740.68999999999,3250.39,4251.60999999999,4843.31999999999,4195.88,4995.37999999999,4470.5,5353.77,2965.04,6942.41,6658.99999999999,5015.33999999999,561.48,5878.87,5254.51,4590.65
"K00282",9336.55,8166.21,10998.87,4092.42,6969.04,7286.48,7411.34,8755.42,7868.8,9931.65999999999,4817.29,13801.82,12317.84,8711.41,1068.84,12920.73,10022.77,9781.33
"K00283",9349.55,8178.21,11014.87,4096.42,6971.04,7301.48,7426.34,8787.41999999999,7927.8,9937.65999999999,4818.29,13810.82,12321.84,8713.41,1068.84,12922.73,10027.77,9784.33
"K00284",1666.91,1524.56,2265.49,674.8,1148.04,1544.93,1503,1729.66,1505.12,1723.66,754.63,2574.89,2353.27,1348.62,167.09,2264.52,1670.99,1706.25
"K00285",11128.4,7916.35,13672.07,5507.83999999999,8583.75,9751.53000000001,6964.75,7810.01999999999,6971.86999999999,12687.37,6048.29999999999,15345.99,17147.01,12720.02,1619.5,13310.58,10603.41,9334.85000000001
"K00286",15962.93,12865.68,19980.84,8323.48999999999,12512.15,13729.64,12806.06,15272.37,13453.26,16767.58,8728.98,22887.06,20874.15,15088.87,1717.68,20511.26,16822.33,15696.79
"K00287",8436.85,6379.83999999999,10734.35,4800.69999999999,6982.98,7937.92,6206.11999999999,7355.78999999999,6332.15999999999,9433.12,5081.71,12200.82,12275.08,8818.52,937.11,11399.69,9246.58,8544.53
"K00288",0,1,1,0,1,0,2,7,1,0,0,0,1,0,0,0,1,0
"K00290",548.14,751.66,784.01,284.23,416.1,413.55,313.12,452.98,298.21,693.78,165.93,709.64,703.5,502.14,60.83,797.13,626.92,701.35
"K00293",3,3,31.33,17.33,13.34,14.33,11,41,21,5,1,9,1,8,0,1,4,1
"K00294",5205.97,4288.22,6674.39,2657.11,3721.42,4557.97,4338.04,5334.11,4581.6,5430.7,2751.26,7346.77,6436.32,4723.82,584.13,6811.41,5475.13,5390.39
"K00297",11823.16,9460.75000000001,15026.04,6635.03,9714.04,10428.53,10229.11,12178.9,10569.52,13222.1,6851.53,18090.19,16578.75,11939.72,1503.72,15663.09,13212.51,11926.96
"K00298",3.25,1.75,6,3.75,1.25,6.5,1.75,1.5,1.5,5,1,12.25,3.5,4.75,0,1.75,0,2.75
"K00299",4140.52,2961.79,5542.84999999999,2804.86,3452.94,3970.36,4256.73,4871.86999999999,4659.42999999999,4592,2400.52,7196.94999999999,6110.76999999999,4300.52,701.35,4454.53,4358.88,3577.2
"K00301",570.3,332.41,898.66,349.2,417.64,588.79,587.3,712.84,566.34,641.48,342.23,835.72,830.66,584.02,33.98,546.94,534.79,474.02
"K00302",1394.48,1217.29,1982.66,852.28,1182.57,1501.69,1433.04,1850.52,1483.43,1899.37,913.39,2519.74,2207.34,1772.4,210.91,1498.39,1321.37,1203.36
"K00303",2588.72,2156.44,3336.21,1356.7,2091.75,2408.24,2212.65,2680.67,2129.45,3423.41,1632.31,4441.17,4248.13,3398.32,410.69,3067.77,2544.29,2355.8
"K00304",757.13,709.99,927.37,374.5,557.78,652.21,696.25,855.7,657.43,1160.88,518.92,1686.26,1393,993.38,174.76,930.07,768.09,743.04
"K00305",694.65,664,875.38,398.49,524.43,618.88,711.92,841.71,657.93,1085.07,495.09,1545.92,1305.84,917.06,150.76,862.92,712.76,719.89
"K00306",232.91,209.65,315.97,88.93,160.27,114.94,240.93,264.93,272.28,116.6,62.64,216.29,163.28,117.61,14.99,413.93,168.66,203.27
"K00311",5026.15,3804.73,5909.14,2228.08,3781.86,4320.39,3285.43,3540.24,3270.49,5583.49,2631.84,7808.03,7655.76,5701.75,897.1,6515.76,5035.21,4536.17
"K00313",1102.94,892.2,1624.74,537.35,952.84,1128.72,867.47,1254.91,896.24,1508.71,755.28,1737.98,1811.85,1465,151.05,1327.72,1096.13,983.54
"K00314",0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0
"K00315",43,31,146,103,32,110,84.5,212,146,54,17,94,55.5,86,0,18,36,29
"K00316",116.69,69.3,170.28,107.46,104.42,114.77,101.07,119,121.71,113.58,57.92,118.74,124.65,111.02,4.93,90.26,80.12,73.7
"K00317",126,65,101,45,72,89,68,69,59,317,171,360,368,171,11,170,162,170
"K00318",4934.82,4033.55,6236.99,2539.89,3604.64,4269.4,4091.68,4907.02,4318.88,5220.87,2691.28,7067.74,6237.58,4495.22,543.07,6597.28,5273.83,5162.71
"K00319",436.98,222,340.32,166.33,262,167.16,184.66,300.99,185.82,574.66,240.16,432.99,335,250.65,2.33,368.01,332.33,416.16
"K00320",586.65,338.49,529.68,241.74,474.69,290.74,297.66,494.82,337.92,692.82,331.41,587.99,499,364.81,8.67,557.25,475.49,571.65
"K00322",3482.93,2957.42,3996.86,1575.84,2471.29,2253.5,2231.11,2588.13,2289.28,3227.37,1623.13,4158.67,3534.59999999999,2873.47,223.61,3719.99,3177.31,3291.45
"K00324",13645.54,10642.2,17029.64,7616.66,11036.04,12771.62,11478.78,12761.79,11606.44,16469.84,8444.68,22726.87,22054.5,16002.82,2276.32,19956.88,16192.58,14207.54
"K00325",7609.74,5759.13999999999,9466.90000000001,4374,6172.50999999999,7064.37,6350.36999999999,7180.12999999999,6522.86,8944.15,4656.11,12332.85,11840.99,8620.23000000001,1196.91,10504.1,8691.66000000001,7641.34
"K00326",29,12.33,23.01,7.33,24.01,15.67,13,24.67,31.67,18,13,20.33,18,14.33,1.67,38.33,24.33,28.33
"K00330",16964.54,14555.85,20959.32,8011.55999999999,12571.3,14020.04,13449.47,16135.46,14284.92,17639.33,8125.89,23461.28,21257.23,16013.5,2072.89,22033.35,17426.31,16618.88
"K00331",16695.69,14371.17,20548.86,7978.84999999999,12510.31,13591.2,13297.01,15960.91,14154.45,17350.19,8017.24,23113.11,21079.9,15758.42,2030.24,21402.01,17058.44,16352.18
"K00332",15418.94,13399.86,18698.71,7056.32,11358.56,12541.85,12015.53,14282.76,12661.35,16053.14,7267.12,21243.96,19506.05,14645.03,1963.28,19845.65,15750.69,15118.1
"K00333",16021.54,13844.19,19635.03,7390.49,11811.97,13045.05,12612.13,15062.69,13361.38,16594.76,7534.68,21922.4,20143.34,15143.32,2007.1,20594.5,16270.02,15588.05
"K00334",13346.56,11142.18,16814.3,6671.35999999999,10410.29,11417.36,11367.1,13310.02,12218.16,14024.55,6865.91999999999,18791.02,17454.14,12870.31,1610.68,17708.24,14157.09,13108.8
"K00335",13687.41,11442.5,17279.21,6787.18999999999,10544.47,11683.64,11810.04,13900.71,12748.54,14214.59,6949.38999999999,19142.8,17649.18,13062.01,1638.5,18158.26,14367.17,13326.41
"K00336",13209.98,11286.34,16336.14,6496.01999999999,10187.95,11043.53,10571.43,12427.85,11171.49,14207.05,6757.41999999999,18912.02,17559.3,12856.31,1617.68,17851.74,14201.42,13289.13
"K00337",17008.68,14609.13,20889.39,8127.18999999999,12707.23,13784.69,13648.63,16378.18,14551.03,17750.21,8194.02,23538.76,21410.64,16065.59,2064.88,21934.57,17541.67,16681.6
"K00338",16589.62,14246.69,20599.12,7963.80999999999,12373.49,13870.35,13169.91,15857.95,13994.09,17430.24,7995.42,23173.83,20957.86,15773.8,2039.24,21369.76,17098.48,16375.11
"K00339",16646.92,14279.56,20339.35,7840.57999999999,12394.31,13370.54,13112.73,15697.95,13960.92,17262.74,7960.74,23078.68,20912.56,15654.97,2033.25,21350.73,17007.01,16323.91
"K00340",16682.36,14331,20697.43,7897.38999999999,12387.92,13836.62,13191.83,15776.88,13971.37,17375,7997.06,23238.45,20991.31,15805.24,2051.23,21668.51,17128.81,16444.71
"K00341",16648.7,14297.82,20396.1,7910.20999999999,12419.6,13472.87,13122.83,15670.88,13919.38,17319.57,7986.22,23145.62,20999.31,15755.41,2038.9,21590.09,17149.72,16412.45
"K00342",19039.32,16604.19,22762.79,8527.97999999999,13832.37,14724.39,14586.56,17408.03,15394.99,19648.69,8788.34,25722.42,23461.11,17644.62,2257.87,24058.95,19134.38,18619.45
"K00343",16815.86,14412.5,20633.6,8073.05999999999,12561.25,13589.79,13332.67,15932.21,14184.7,17529.33,8104.39,23329.95,21247.14,15899.91,2043.23,21899.68,17430.64,16575.21
"K00344",23211.68,18730.58,28618.44,10771.35,17113.78,19380.63,17324.81,19310.6,17681.78,26789.98,12516.19,34877.14,34903.54,26250.56,3422.44,28778.71,23632,21415.5
"K00346",1255.34,806.26,1587.88,949.15,1219.37,1053.13,955.94,1115.89,1053.9,1213.49,958.54,1895.12,1375.81,985.66,68.69,1283.07,1256.58,1113.98
"K00347",1256.34,806.26,1588.88,949.15,1219.37,1058.13,955.94,1117.89,1054.9,1213.49,958.54,1895.12,1375.81,985.66,68.69,1283.07,1256.58,1114.98
"K00348",1256.34,806.26,1588.88,949.15,1219.37,1053.13,955.94,1117.89,1054.9,1213.49,958.54,1895.12,1375.81,985.66,68.69,1283.07,1256.58,1114.98
"K00349",1256.34,806.26,1588.88,949.15,1219.37,1053.13,955.94,1117.89,1054.9,1213.49,958.54,1895.12,1375.81,985.66,68.69,1283.07,1256.58,1114.98
"K00350",1319.09,871.51,1715.13,1000.4,1284.62,1167.38,1015.94,1196.89,1106.15,1278.99,993.29,1980.37,1443.31,1028.66,70.69,1352.82,1319.08,1197.48
"K00351",1247.34,799.26,1582.88,945.15,1203.37,1048.13,933.94,1064.89,1024.9,1210.49,958.54,1892.12,1373.81,983.66,65.69,1282.07,1250.58,1114.98
"K00354",472.31,272.22,527.77,283,402.52,411.08,266.58,289.2,216.73,595.01,425,1009.92,821.42,464.83,18.58,633.33,550.75,545.92
"K00355",1574.72,1163.73,2065.18,751.45,1154.27,1388.34,1213.62,1359.04,1197.76,1937.01,1072.8,2478.06,2400.35,1645.39,193.37,1773.9,1580.09,1493.43
"K00356",4004.2,3136.13,4894.49,1834.26,2979.15,3574.4,3057.05,3379.23,3030.4,4681.35,2126.23,5827.44,6456.53,4934.75,700.08,5820.38,4179.5,3700.77
"K00360",559.89,495.68,864.95,493.15,566.49,533.58,754.36,835.04,871.35,647.67,325.6,1338.8,825.5,641.59,221.33,719.25,724.03,534.01
"K00362",7005.96,4736.59,8982.79999999998,4275.15,5512.54,6345.23,5447.92000000001,6226.25,5858.59999999999,7319.75,4011.18,10128.63,9571.67999999999,6809.17,870.4,8174.13999999999,6927.28,6040.95
"K00363",6811.84999999999,5106.96,8156.51,3399.33,4901.44999999999,5424.06999999999,4744.59999999999,5528.34999999999,4983.93999999999,6772.83999999999,3406.75,9387.84,8021.48999999999,5679.50999999999,694.86,6930.60999999999,5944.03,5794.27999999999
"K00364",1637.31,948.69,2107.27,1104.14,1339.36,1402.58,1170.56,1395.43,1187.39,1396.01,892.559999999999,2197.33,1790.99,1128.38,36.06,1395.61,1362.74,1265.03
"K00365",969.39,794.51,1384.62,714.74,743.15,839.09,1141.28,1242.03,1316.27,1370.5,745.85,2263.8,1793.33,1244.59,279.33,1253,1339.02,1100.18
"K00366",2149.57,1699.79,2636.67,872.47,1473.93,1659.25,1366.9,1635.22,1385,2885.8,1274.17,3075.92,3719.08,2974.13,403.42,3665.95,2778.73,2538.89
"K00367",269.5,141.67,345.33,133.16,220.84,256.83,148,204,132,158.5,84,214,169,157.5,10.5,102,72,98.5
"K00368",779.92,514.16,1085.84,361.16,664.65,928.4,520.84,747.09,541.67,865.96,330,771,1041.91,1003.31,91.83,625.33,560.73,435.49
"K00370",1935.58,1286.36,2563.93,1652.69,1633.37,1841.84,1803.12,2249.37,2110.59,2179.13,1305.81,2959.76,2675.22,1899.5,115.11,2591.71,2352.7,1923.71
"K00371",1899.58,1275.69,2539.76,1610.02,1617.37,1848.51,1768.12,2246.7,2070.59,2149.13,1275.31,2917.26,2631.72,1855.83,112.11,2390.21,2213.7,1852.21
"K00372",5128.10999999999,3829.72,6626.66999999999,2872.19,4014.76999999999,4521.29999999999,4054.15999999999,4566.80999999998,4314.14999999999,5599.04999999999,2960.5,8035.97,7587.41,5599.15999999999,800.07,6845.97999999999,5511.97999999999,4864.44999999999
"K00373",1697.54,1140.77,2319.14,1480.61,1480.95,1682.62,1608.75,2056.21,1863.22,2047.03,1202.28,2838.39,2490.43,1747.31,106.94,1972.99,1920.91,1687.9
"K00374",1919.58,1296.86,2579.09,1622.52,1634.7,1841.93,1806.95,2306.37,2098.92,2161.72,1294.31,2935.92,2661.72,1904.83,112.11,2394.63,2234.95,1862.13
"K00375",14698.87,12246.63,18021.02,7148.62999999999,10897.03,11878.28,11223.08,12630.11,11873.26,16937.76,7734.73999999999,21990.43,20680.13,15784.41,2041.63,17112.59,14677.86,13610.45
"K00376",337.25,197.33,446.75,203.58,285.51,363.91,224.42,313.33,194.42,216.41,114.25,293.84,239.5,281,20.25,136.08,88,112.33
"K00380",5307.16999999999,4099.31999999999,6941.89,2600.05,3941.20999999999,4567.63999999999,3311.76,3730.49999999999,3333.89,6253.43,2755.48,7269.94,8214.96000000001,6138.72,706.11,6640.04,5381.80999999999,4980.46999999999
"K00381",7137.53,5768.63999999999,8884.13000000001,3549.48,5732.39999999999,6246.39,5008.43999999999,5543.29999999999,5036.79999999999,8121.33,3946.07,11133.88,10585.13,7798.07,975.27,9224.41,7415.44,6875.94
"K00382",27209.12,21148.77,34167.89,14470.79,21036.55,24088.34,22609.29,26361.19,23768.96,29303.03,15050.03,40949.65,37970.23,27048.21,3429.03,34430.89,28552.31,25857.33
"K00383",5618.30999999999,4387.09,6857.11999999999,2880.31,4599.07999999999,4786.34999999999,3875.54,4358.50999999999,3921.07999999999,6469.36999999999,3436.5,8812.76000000001,8511.47,6429.55,765.06,7652.18,6139.67999999999,5584.67999999999
"K00384",31047.5300000001,25380.94,38080.2000000001,15053.05,23611.84,25761.01,23834.77,28393.75,24797.23,33890.57,16642.38,44799.87,41805.4,30509.67,3673.07,39389.9600000001,32220.76,30282.9
"K00385",36.75,26.35,49.9,24.35,54.85,39,47.15,44.3,85.53,32.8,23,44.79,30.3,31.49,0.6,52.49,56.8,50.15
"K00387",204,121,249,143,120,134,180,189,186,326,212,375,421,197,13,397,317,255
"K00389",2636.43,1942.69,3604.46,1744.54,2070.7,2362.92,3048.69,3482.93,3288.94,3463.41,1871.77,5064.14,4422.53,2829.96,400.85,3397.71,3358.92,2862.56
"K00390",12108.14,9782.95000000001,14548.42,6025.13999999999,9180.42000000001,9878.95000000001,9173.64,10818.74,9484.55,13239.58,6466.88999999999,17644.77,16241.83,12007.82,1468.89,15395.66,12587.28,11861.46
"K00392",4156.38,3640.5,4589.64,1775.8,2819.81,2585.43,3067.53,3534.81,3248.25,4276.8,1851.3,5646.49,4692.83,3424.85,489.89,4837.11,3967.6,4014.12
"K00394",259.5,159,202,94,144,92,95,191,88,396.5,147,262.5,174.5,147,1,236,177,297
"K00395",259.5,159,202,94,144,92,95,191,88,396.5,147,262.5,174.5,147,1,236,177,297
"K00399",106.98,40,66.32,26.83,49,34.66,54.16,85.99,76.82,39.16,20.16,38.49,62,37.65,0.33,64.01,58.33,56.16
"K00400",211.96,77,129.64,52.66,98,61.32,103.32,162.48,144.64,74.32,38.32,65.48,118.5,71.3,0.66,129.52,115.16,107.82
"K00401",106.98,40,66.32,26.83,49,34.66,54.16,85.99,76.82,39.16,20.16,38.49,62,37.65,0.33,64.01,58.33,56.16
"K00402",106.98,40,66.32,26.83,49,34.66,54.16,85.99,76.82,39.16,20.16,38.49,62,37.65,0.33,64.01,58.33,56.16
"K00404",5258.09,4444.67,6283.75,2330.61,4056.8,4450.46,3083.43,3372.85,3012.29,6032.2,2830.7,7873.65,7803.05,5962.83,764.07,7079.86,5396.72,5118.53
"K00405",4768.76,3771.34,5639.08,2195.61,3758.47,4131.13,2931.43,3182.85,2890.96,5415.86,2742.7,7303.65,7179.72,5504.51,714.74,6378.52,4897.05,4511.54
"K00406",7445.24,6209.19,8710.69,3171.8,5502.28,5922.7,4805.53,5473.2,4801.18,8094.46,3951.08,10363.96,10218.54,7971.74,913.64,9830.29,7668.9,7489.91
"K00407",3492.93,2562.25,4277.42,1672.19,2663.3,3113.55,2112.43,2315.6,2080.71,3837.36,1987.95,4610.15,5172.72,4180.76,511.49,4687.52,3535.3,3071.62
"K00410",1600.5,1285,2049.5,648,1081.5,1377,1089.5,1163.83,1014,2126.33,958.83,2261.17,3096.17,2423.5,360,3129.83,2252.67,1911.5
"K00411",5018.56,4004.74,5982.59,2390.86,3958.5,4470.01,3146.88,3555.23,3160.66,5857.46,2853.04,7775.96,7800.29,5838.23,816.75,6666.81,5093.64,4700.46
"K00412",5277.88,4238.88,6328.41,2537.18,4052.16,4691.18,4197.52,4644.36,4237.47,6012.6,2875.21,8767.29,8288.78,5948.87,925.75,7090.11,5629.63,5047.78
"K00413",3273.06,2664.24,3794.59,1681.86,2793.5,2934.01,1943.38,2203.23,2053.66,3747.46,1922.04,5563.96,4724.79,3353.73,461.75,3441.31,2818.64,2727.46
