"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K00276",862.53,1096.01,1143.23,650.56,1782.51,1056.64,1152.2,463.52,4869.25,2039.33,1966.67,710.06,1227.1,485.71,804.28,4125.68
"K00278",13739.42,11881.15,15855.88,1709.01,3689.29,6923.55,15709.56,21104.92,53666.07,32541.45,29284.05,23710.53,33774.22,7794.34,63115.5,15117.46
"K00280",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
"K00281",3177.59,8752.31,9397.56,1194.6,2889.69,4545.32,6212.88,18069,17078.45,8303.7,8440.67,2434.34,7588.56,877.91,2081.23,8980.34
"K00282",10682.83,3222.84,4093.17,682.01,1104.5,1798.49,8863.56,3099.32,18711.05,3568.78,24853.38,21263.84,27292.78,6557.66,5271.13,5367.22
"K00283",10697.83,3223.84,4175.17,682.01,1104.5,1801.49,8865.56,3138.32,18723.05,3597.78,24854.38,21281.84,27296.78,6561.66,5272.13,5367.22
"K00284",31,51,33,14.67,55.33,36.97,673.17,164.66,515.38,518.33,21,102.67,93.33,7.83,75.84,322.67
"K00285",3018.62,9693.19,11875.94,1077.65,2623.47,6511.74,7453.05,19114.84,39211.28,6560.06,3872.59,2406.92,5069.97,1286.23,2086.81,11891.85
"K00286",17843.77,13850.43,17835.37,2062.02,4332.92,9470.56,21709.32,24383.72,64512.09,36062.5,30871.15,25469.55,35088.02,8040.84,64293.68,20051.8
"K00287",16080.97,11622.97,15669.08,1741.5,3630.95,8365.68,15351.42,21973.1,55567.41,13123.31,29892.04,23455.57,32828.76,6828.7,6989.9,15802.06
"K00290",59.08,102.5,138.33,19,21.92,142.3,818.91,283.67,1000.04,265.41,424.25,58.08,737.58,9.16,80.9,71.33
"K00293",0,0,0,0,2,0,0,13,0,0,0,2,0,0,0,0
"K00294",876.5,521.25,788,232.68,444.34,606.99,4753.18,823.98,2622.59,6258.16,1049.01,754.17,2022.33,198.83,1016.23,1491.98
"K00297",13499.34,11872.88,15737.36,1614.23,3449.81,7948.35,13138.88,20885.79,52468.67,27972.11,28794.61,23866.62,33136.94,7086.11,62567.98,17010.76
"K00298",6,0.5,0,0,0,8,2.38,10,62.38,0.62,0.38,2,1.12,0,44.12,1.88
"K00299",1838.26,1973.65,2531.63,962.01,2332.13,3173.76,4924.1,3248.86,12652.86,2785.93,3512.22,1469.53,2504.28,696.01,1727.93,5727.75
"K00301",603,430.8,297.5,185.17,325.17,1639.16,814.67,1687.83,5179.83,516.5,3921.21,309,1461.1,40.16,466.83,632.9
"K00302",204,39.4,66,105,178,187.33,648,132.33,838.33,860,1569.27,164,570.8,24.33,263.21,540.26
"K00303",889,77.07,69.67,126.67,232.33,207.99,647.84,254.99,887,1602.66,1699.27,291.67,623.13,695.66,382.39,666.26
"K00304",162,28.4,21,53,117,141.33,417,117.33,433.33,600,1318.27,138,502.8,14.33,234.55,305.76
"K00305",162,28.4,21,53,115,142.33,417,104.33,448.33,600,1318.27,136,504.3,14.33,234.55,305.76
"K00311",892,438.07,3586.07,249.4,546.6,3122.43,3584.84,2238.13,24209.9,2272.3,907.15,1009.85,2275.16,189.6,539.42,4037.48
"K00313",247.26,43.43,294.92,84.77,122.26,150.32,363.91,286.16,660.26,333.09,249.25,92.52,460.02,56.24,541.93,681.6
"K00315",4,0,0,0,8,0,0,58,0,146,0,92,0,2,12,0
"K00316",91.56,101.85,393.7,34.57,95.71,73.55,141.59,861.82,2736.05,143.73,536.42,52.86,457.59,27.57,62.84,329.43
"K00317",0,0,0,0,0,0,0,0,0,611,0,0,0,0,78,0
"K00318",871.83,489.25,794,198.01,364.01,575.99,4682.51,722.15,2500.92,6326.49,1056.34,682.83,1960.33,197,1002.78,1286.2
"K00319",92.82,116.83,83.33,156.33,862.34,34.83,74.5,76.32,687.33,59.67,155.34,43.16,231.17,32.66,91.5,162.84
"K00320",286.82,237.5,556,178.33,905.34,71.16,146.17,116.32,1193.33,389,508.34,286.16,799.17,71.66,296.17,189.17
"K00322",1584.92,8627.66,8423.46,777.5,2145.79,2029.59,3923.96,15896.52,9501.94,5683.95,2204.45,1235.19,2581.4,616.85,980.93,7943.28
"K00324",21577.59,13619.26,20697.36,2044.9,4125.89,10647.52,19147.54,22013.87,88892.5,22065.7,54216.57,43237.04,59654.32,12464.11,10934.01,16176.03
"K00325",11859.09,10971.96,14715.46,1434,3169.79,6287.09,11437.21,19164.77,49396.52,12433.45,28263.15,22439.69,31790.36,6558.18,6065.43,11925.68
"K00330",13567.41,12663.76,15067.56,1555.94,3383.19,6236.47,13261.01,20121.83,54015.05,30186.5,27590.47,23132.01,31516.46,8302.07,62554.3,11438.92
"K00331",13744.41,12879.83,15597.63,1616.84,3475.29,6286.9,13441.93,20289.68,54790.45,30213.58,28446.62,23369.86,32174.62,8352.17,62743.72,12645.9
"K00332",11167.82,5021.83,8359.33,949.84,1637.5,4945.15,12050.5,5175.47,46411.84,29102.16,26213.34,22412.17,30624.36,6461.32,61893.39,6369.57
"K00333",11910.32,5108.83,8443.33,1105.34,2498.5,4993.65,12103,5302.3,47070.34,29133.66,26564.34,22469.17,30772.36,7160.82,61974.11,6453.63
"K00334",12689.42,12693.41,15215.96,1540.17,3224.62,6262.89,12309.59,20087.87,55645.24,30196.59,27936.95,23053.86,31196.59,7582.18,62056.66,12007.09
"K00335",12674.42,12689.08,15220.63,1531.17,3215.62,6262.22,12271.26,20064.87,55644.24,30060.92,27950.95,22905.86,31258.09,7567.18,62051.83,11946.42
"K00336",11908.59,11557.41,14074.46,1426.34,2954.62,6092.86,12132.42,19628.37,51893.12,29840.42,27177.28,22773.53,31106.76,6859.18,61958.49,11738.92
"K00337",13148.91,12949.16,15638.96,1774.84,4336.79,6348.07,13481.26,20251.68,55132.45,30227.25,28514.62,23426.86,32217.26,7695.67,62743.55,12770.57
"K00338",13129.41,12875.16,15553.46,1583.34,3436.79,6289.9,13466.43,20205.18,54785.62,30265.42,27921.62,23407.36,32175.76,7693.67,62734.72,12691.4
"K00339",12887.73,11698.16,14233.46,1531.67,3281.13,6219.23,13366.43,20048.5,51031.28,30168.75,27399.96,23107.02,31526.43,7633.33,62590.72,12721.74
"K00340",13687.41,11768.16,14690.46,1544.34,3309.79,6246.57,13374.76,19989.18,51314.95,30168.75,27784.62,23311.36,31965.76,8323.67,62662.05,12616.07
"K00341",13222.91,11812.83,14833.13,1540.34,3320.29,6611.4,13439.43,20026.18,51750.95,30076.08,27724.12,23334.36,32114.26,7666.67,62664.72,12655.4
"K00342",12477.91,12925.16,15568.96,1616.51,3513.12,6289.4,13413.93,20338.34,54709.12,30122.58,28235.62,23481.03,32237.59,7022,62732.39,12792.24
"K00343",12478.41,12883.16,15541.46,1584.34,3440.79,6281.57,13443.76,20223.18,54800.95,30216.75,27838.62,23419.36,32178.76,7027.67,62731.05,12759.07
"K00344",14676.59,11360.23,15164.58,1691.61,3675.36,8257.63,16906.41,21290.31,55780.96,22908.01,31246.61,23017.01,31902.21,6638.24,7315.08,12576.37
"K00346",1789.84,8029.01,8550.23,804.51,2182.27,1898.33,2797.8,15951.95,10115.87,2098.62,2558.55,1564.67,3501.93,629.67,968.76,7462.04
"K00347",1793.34,8042.01,8582.73,852.01,2229.27,1941.83,2819.3,15964.45,10133.37,2099.12,3086.55,1570.67,3540.43,629.67,972.76,7464.54
"K00348",1793.51,8044.68,8584.23,852.85,2229.94,1942.66,2821.63,15967.62,10162.04,2100.79,3093.55,1577.01,3547.77,630.5,994.43,7480.38
"K00349",1793.34,8042.01,8582.73,852.01,2229.27,1941.83,2819.3,15964.45,10133.37,2099.12,3086.55,1570.67,3540.43,629.67,972.76,7464.54
"K00350",1802.59,8047.51,8584.98,857.34,2241.52,1948.33,2828.55,16084.87,10169.95,2136.62,3090.05,1597.67,3549.93,633.42,1040.26,7493.87
"K00351",1793.34,8042.01,8582.73,852.01,2229.27,1941.83,2819.3,15964.45,10133.37,2099.12,3086.55,1570.67,3540.43,629.67,972.76,7464.54
"K00354",241.5,101.67,198.5,88.84,198.67,80,1720.51,265.16,667,755.17,353.83,197.17,179.33,66.83,559.34,641.84
"K00355",314.88,1197.28,968.13,85.17,182.72,530.33,614.98,1290.55,4310.32,1229.52,976.38,361.97,870.26,78.23,411.72,3420.45
"K00356",9045.5,2505.67,3151.67,417,591.5,2612.16,3859.34,3078,16524.67,1940,22914,14045.5,23433.36,5690.5,4031.34,1991.66
"K00360",172,118.65,140,59.5,115,164.33,336,45,469.58,70,1360.27,58,513.3,14.33,177.33,330.45
"K00362",3556.76,10340.05,10490.92,1686.92,4426,5147.84,9829.19,19274.31,21006.46,9473.98,6255.59,2824.54,6451.98,1318.78,2268.61,14975.92
"K00363",2496.09,8407.91,8723.56,1005.77,2522.36,3640.65,6905.76,17378.14,12813.45,7630.89,4767.74,1880.84,4930.26,739.41,1749.84,9028.08
"K00364",4265.14,8036.76,7564.09,852.93,2177.18,1892.12,4911.41,15712.34,10126.97,2120.23,2673.19,1818.05,2967,632.44,1390.97,8820.01
"K00365",188,123.4,146.5,59,115.5,166.83,433,61.33,481.83,715.5,1385.77,107,515.8,15.33,273.55,347.76
"K00366",69,15.34,48.84,6,1.5,28.27,135.01,19,373.59,164.33,16.5,14,22.5,8.5,73.84,7.99
"K00367",0,0,0,0,0,0.33,19.67,0,7.67,46.17,0,0,1,0,8.17,0.33
"K00368",169,70.42,163.67,25.17,77.33,379.66,167.34,181.66,532.42,49.66,46,144.67,180.33,15.33,55.01,158.75
"K00370",4566.79,2544.31,2993.56,1384.77,3598.27,3582.03,6205.12,3430,16054.4,6844.25,2225.21,1929.39,2443.94,1068.53,1379.22,5856.8
"K00371",4566.79,2544.31,2993.56,1384.77,3598.27,3582.03,6225.12,3430,16054.4,6864.25,2225.21,1929.39,2443.94,1068.53,1384.22,5856.8
"K00372",1813.17,2175.06,2919.63,928.25,2430.54,2355.89,3991.89,2189.46,9083.06,1886.86,4011.14,1471.85,3756.22,685.93,1178.68,7338.14
"K00373",4550.79,2542.64,2989.89,1382.77,3598.27,3579.7,5172.12,3416,16031.4,6399.09,2218.21,1926.39,2343.94,1065.53,1359.22,5847.47
"K00374",4576.79,2545.64,2992.89,1384.77,3598.27,3593.7,6227.45,3430,16062.4,6864.92,2351.21,1941.39,2462.94,1077.53,1383.55,5857.47
"K00375",5935.22,11575.6,12127.23,1805.66,4626.25,5277.59,8443.77,22218.8,33550.96,7413.61,6368.7,3363.63,5452.43,1559.01,2872.77,14904.9
"K00376",0,1.67,9.67,0,1,2.66,64.34,21,21.67,154,9,43,3,3,19.34,12.66
"K00380",1958.09,8714.66,7712.46,762.67,2075.46,1952.09,5315.3,16122.85,10835.94,3010.28,2579.95,1785.19,4609.76,639.35,1333.93,10232.78
"K00381",11018.59,11180.66,13938.46,1253.67,2885.46,5582.09,9104.8,18960.85,47021.94,5467.45,25757.45,21646.69,28802.76,6437.85,5640.77,11157.78
"K00382",28012.33,24987.81,30673.48,3233.99,6801.9,18656.34,34123.05,46045.69,119457.85,51074.76,60288.91,46687.43,65466.32,13424.5,70577.17,29260.06
"K00383",21133.29,10802.93,14191.42,1443.93,3059.52,6694.45,10415.26,19142.98,47143.3,5791.58,26246.52,22892.88,28963.86,6429.76,5525.65,11472.53
"K00384",22414.08,14905.61,19656.86,2885.03,6298.02,12246.08,33127.71,27288.95,76319.43,45857.58,35232.29,27859.11,39453.7,8469.1,66381.43,22371.46
"K00385",0,5,0,5,0,12.28,0,0,32.42,0,2,0,0,0,0,1
"K00387",0,2,0,1,0,0,7,5,1,321,0,0,0,0,45,11
"K00389",1076.03,1374.36,1449.66,735.67,1852.25,2355.54,3613.95,2203.8,8704.11,7557.91,2012.35,841.88,1298.47,490.61,1020.93,3098.18
"K00390",12302.73,12611.14,15784.29,1764.83,4419.97,7233.24,13124.64,21457.98,57269.68,30202.95,28517.9,23006.18,31645.73,6997.83,62807.38,12890.86
"K00392",391,385.65,344.5,115.5,150.5,1434.33,2878.5,1727.33,4562.08,5627.5,1457.77,190,554.8,18.83,395.05,431.01
"K00394",168,34,151,9,23,374.14,124,19,502.71,227,166,31,133,18,23,5
"K00395",168,34,151,9,23,374.14,124,19,502.71,227,166,31,133,18,23,5
"K00399",34.32,107.33,67.33,155.33,854.34,25.33,67,50.32,526.33,67.67,105.34,25.66,122.67,12.66,53,142.34
"K00400",61.64,213.66,134.66,310.66,1708.68,49.66,125,100.64,1046.66,109.34,210.68,50.32,240.34,25.32,99,277.68
"K00401",34.32,107.33,67.33,155.33,854.34,25.33,67,50.32,526.33,67.67,105.34,25.66,122.67,12.66,53,142.34
"K00402",34.32,107.33,67.33,155.33,854.34,25.33,67,50.32,526.33,67.67,105.34,25.66,122.67,12.66,53,142.34
"K00404",10058.67,2812,6940.5,604.17,1082,4390.16,7181.21,3867.64,39057.34,4068.86,23905.33,20958.67,27715.03,5909.5,4774.5,4888.16
"K00405",10058.67,2812,6940.5,604.17,1082,4389.83,7161.54,3867.64,39055.67,4027.19,23905.33,20958.67,27715.03,5909.5,4769.83,4887.83
"K00406",10581.17,3083,7341.5,693.17,1225.5,4709.33,7729.54,4219.64,40427.67,4323.19,24454.83,21368.67,29333.53,6027.5,4976.83,5304.83
"K00407",873.17,385,3576,246.17,547,3179.83,3472.54,2386.64,24302.17,2596.69,821.33,840.67,2361.03,184.5,528.83,2872.83
"K00411",10204.67,2839,7082,614.17,1108.5,4749.66,7321.21,4026.64,39602.84,4125.36,23938.83,20986.67,27877.53,5919.5,4798.5,4921.16
"K00412",10065.67,2815,6953,606.17,1086.5,4395.16,7236.71,4022.64,39423.84,4120.86,23904.83,20968.67,27763.53,5913,4792.5,4920.16
"K00413",10058.67,2807,6934,605.17,1085.5,4389.66,7228.21,4008.64,39109.84,4118.36,23904.83,20968.67,27763.53,5912.5,4789.5,4917.16
"K00425",17068.94,20474.55,23702.84,2958.87,7128.19,9916.12,18879.64,37741.16,66847.86,33135.73,31772.17,24860.99,34227.98,8144.75,64499.89,23830.35
"K00426",16986.94,20346.1,23509.64,2937.17,7082.79,9888.72,18862.34,37722.76,66720.81,33061.53,31361.37,24740.39,34039.78,8109.35,64409.92,23654.9
"K00427",679.7,1071.28,1131.73,598.4,1669.18,909.81,853.03,449.49,4467.26,628,636.73,667.4,721.64,473.88,474.12,3727.32
"K00428",10279.84,2921.42,7112.75,614.09,1118.17,4731.82,7025.92,4140.92,39802.26,22585.31,23823.58,21020.01,28650.09,6200.83,61019.59,6491.91
"K00432",14890.31,12234.43,16004.09,1617.67,3487.84,8476.87,14894.99,22613.5,57091.63,25925.16,28728.88,22648.08,30896.18,6987.49,62629.73,15257.29
"K00433",75.55,713.65,82.35,18.9,17.75,330.02,206.4,229.76,726.37,1016.42,120.42,261.98,114.72,14.05,245.01,1329.4
"K00435",2674.33,78.4,14,111,171,381.99,1014.33,22,419.66,334,1425.61,342,558.52,18.66,204.99,295.2
"K00436",10,0,0,0,5,1,0,2,14,24.5,0,2,6,1,16.5,2.5
"K00440",34.32,107.33,67.33,155.33,854.34,25.33,70.67,50.32,526.33,68.67,105.34,25.66,122.67,12.66,53,142.34
"K00441",302.96,394.39,635.99,337.99,1766.02,100.32,262.34,199.62,1939.99,540.18,684.29,322.31,1025.81,93.98,377.83,457.22
"K00442",34.32,107.33,67.33,155.33,854.34,25.33,67,50.32,526.33,67.67,105.34,25.66,122.67,12.66,53,142.34
"K00443",34.32,107.33,67.33,155.33,854.34,25.33,70.67,50.32,526.33,68.67,105.34,25.66,122.67,12.66,53,142.34
"K00446",183,27.8,21,74,138,170.66,371,40,544.66,845,1320.54,90,509.46,13.66,289.66,430.4
"K00448",781.84,1259.61,822.43,169.38,288.47,1882.36,1389.04,2795.92,8360.97,1116.81,2238.17,621.92,1313.05,436.2,489.26,2361.42
"K00449",929.84,1339.61,916.43,212.38,356.47,1915.36,1564.75,2882.06,9049.97,1171.67,2578.17,826.92,2210.05,453.2,546.26,3463.42
"K00450",506.66,232.22,308.7,100.54,196.67,308.21,756.83,357.42,1354.12,1278.2,1662.09,478.34,1550.35,275.32,457.12,1447.95
"K00451",840,509.25,765,176.17,318.33,546.83,692.38,923.13,2885.92,1345.69,919,987.67,2796.19,158.83,496.39,2510.48
"K00452",5,5.25,2.5,1.67,3.17,2,3.17,6.83,41.42,242,17.67,42,11.86,1,27.17,2.75
"K00453",537.56,389.5,1101.2,209.24,489.88,345.88,1641.26,1503.64,6323.8,1182.73,2695.36,367.86,1487.89,116.9,870.83,1475.06
"K00455",781.28,1195.96,1766.33,647.74,1834.16,961.38,784.7,1132.59,9788.02,873.83,1533.33,842.21,2085.86,488.7,375.12,3639.41
"K00456",0,5,2.5,0.17,0.17,0,0.17,2.83,4.17,0,0.67,0,0,0,0.17,2.5
"K00457",1631.84,1622.86,1185.43,328.55,551.8,2365.19,3857.42,3436.72,9003.89,3501,2994.17,1670.59,3866.74,656.03,1182.93,4853.34
"K00459",2142.45,1860.83,4270.05,522.55,1019.03,5283.23,12580,4625,30711.91,16321.6,4544.15,1378.33,3074.81,830.73,2186.64,6969.44
"K00463",7,8,19,1,1,5.5,8.5,14,314,2.5,0,0,0,0.5,3,3
"K00464",0,0,0,0,0,4,0,0,10,4.5,0,1,2,0,3.5,0
"K00466",330,370.4,254,105,139,1372.33,558,1621,4088.33,387,1370.27,180,520.3,14.33,222.33,338.2
"K00467",5,0,6,5,7,6,10,62,27,0,1,9,1,0,0,9
"K00469",20,13,25.5,1,1.5,7,9.5,17,322.5,3,3.5,1,2.5,0.5,3,6
"K00471",0,0,0,0,0,1,1,9.33,0,0,0,0,3,0,0.22,4.56
"K00472",49,9,42.5,2.17,16.17,24,1026.67,244.83,140.17,212,52.17,40.5,21.72,19.5,167,73.5
"K00476",91.56,100.85,389.7,34.57,95.71,73.55,141.59,854.15,2734.05,143.73,536.42,52.86,455.73,27.57,63.06,325.99
"K00477",134,72,83,21,39,23,127,69,485,220,125,191,872.86,16,55,962
"K00479",157,32.4,15.5,53.17,112.17,142.33,349.17,52.16,430.5,394,1333.94,174,502.3,15.33,240.72,322.26
"K00480",652.78,471.51,383.33,150.16,219.91,1530.84,1071.45,1865.17,5240.62,2578.08,1914.28,552.46,847.32,407.7,588.87,887.23
"K00481",789.84,1264.61,840.43,172.38,302.47,2408.36,1480.04,2876.58,8635.97,1181.81,2265.17,769.92,1381.19,447.2,578.7,2442.54
"K00483",3495.84,1278.66,1656.73,813.18,2071.44,1340.32,2704.26,1415.47,7793.28,3398.76,1637.16,1267.67,1430.73,553.83,1154.81,3721.55
"K00484",873.84,1199.01,1586.23,654.51,1820.27,1024.33,962.09,1381.81,7643.87,1161.76,1292.55,946.67,2039.93,513.67,537.76,3859.04
"K00486",22,0.25,0,2.5,8,11,41,0,57.25,80,4,14,37,0,41,42.25
"K00491",241.5,99.25,192.5,89.67,198.17,125.33,2804.67,292.32,636.75,1167.83,351.17,202.5,295,68,612.99,653.43
"K00493",10,0,12,10,14,10,27,127,80,322,2,59,4,1,51,18
"K00496",101.56,111.5,78.1,18.47,30.31,100.65,1483.34,584.67,324.2,4909.98,250.57,80.71,151.03,23.17,184.59,1394.83
"K00499",14,89.4,35.4,5.4,3.6,14.6,121.25,38.85,423.9,5.75,86.15,25.85,5.16,2.1,7.75,1201.15
"K00500",289,150,218,47.67,129.33,133.83,416.38,457.8,1351.67,206.69,299,558.67,1153.19,41.83,235.17,1947.67
"K00505",141,85,104.5,22.17,40.17,35.5,135.67,85.83,852.17,26.5,125.67,192,876,16.5,56.17,1000.5
"K00507",9515.06,2703.2,3737.8,472.8,781.1,1101.76,4161.02,2200.15,15957.2,2831.61,23600.39,20615.35,26864.96,5842.1,4552.55,5488.27
"K00508",685.62,374.95,922.83,159.08,358.09,442.76,2034.06,1837.86,6360.05,6437.74,2828.39,337.84,1776.93,149.3,840.4,2357.5
"K00510",336.5,122,145,28,33.5,627.83,188,46,261.33,380.5,245.17,209,260,71.33,186.83,185
"K00514",13,5,6.5,0,0.5,1.5,1,3,14.5,5,3.5,1,3.5,0,3.5,3
"K00515",0,0.67,3.67,0,0,0.33,1.67,1,0,0.33,6,1,0,2,1.67,0.33
"K00517",216,284.25,445.5,21.67,33.17,397.66,8701.67,219.16,254.08,32498.5,698.34,147,105.5,23.33,883.05,321.31
"K00518",6,3.25,55,10.5,9,4,20,43.33,82.25,17,27,1,21.5,3,4.22,94.81
"K00520",811.5,389.9,1566.5,1155.5,3240,1018.12,448,563,5851.4,464.5,636.27,692.5,735.3,203.83,390.83,3842.7
"K00523",1591,7103.67,9647.67,285.33,618,3847.33,3148.67,15941.67,26669.33,2959.33,1453,6777,3842.44,293,822.67,3312.66
"K00525",21426.35,21956.04,25496.4,3019.51,7192.98,11855.9,25274.79,38944.45,75775.56,39974.69,33743.81,26593.06,38025.34,7909.24,64981.66,25585.93
"K00526",22860.53,19832.29,23139.4,2537.01,5697.47,11384.24,21827.07,37087.47,66141.93,23868.57,31310.42,25309.9,34870.69,7439.08,8022.65,21885.07
"K00527",6271.37,9581.76,9526.5,1146.09,3229.27,2560.73,4883.92,16638.91,18314.06,4285.99,4683.94,2659.29,4834.41,1505.26,1581.39,9614.35
"K00528",6369.91,10235.69,13288.69,1685.9,4206.06,8571.6,13483.63,20792.93,46159.88,36082.7,9022.31,10251.37,11807.52,2226.6,59182.57,13671.4
"K00529",1128.09,1326.33,1762.8,760.33,1986.62,1259.26,3770.26,1502.07,8515.44,8144.59,3066.95,1196.52,2703.23,549.02,1311.15,5738
"K00531",0,0,0,0,0,0.66,3.67,1.32,4,2.34,3.34,0.66,0,0,0.66,0
"K00532",0,2,0,10,0,0,0,0,8,0,2,0,0,0,0,2
"K00533",3,0,0,0,0,4,1,5,31,0,0,1,0,0,22,0
"K00537",13311.19,20655.41,23682.07,2670.17,6723.97,8044.16,12888.15,35052.39,64633.9,26413.08,28842.56,23605.23,31623.62,7523.59,63280.14,23996.26
"K00543",329,6598,5572,9,11,243,304,13572,520,150,606,67,70,16,121,1864
"K00544",1,0,0,0,0,8,0,0,2,0,0,0,2,0,0,0
"K00545",19,0,0,0,0,46,1218,19,10,4338,71,8,1,1,74,0
"K00547",6303.27,1518.08,1867.96,913.36,2285.74,2380.89,6454.07,1778.79,9314.72,6642.25,3134.02,1780.94,2195.79,602.06,1282.64,5444.59
"K00548",13836.09,13203.71,17646.21,1823.34,3994.79,6998.73,15074.47,22077.84,61924.99,32320.78,30715.15,23745.36,33930.55,7830.18,63207.16,15352.66
"K00549",17438.44,14396.64,18702.94,3184.52,8072.34,12952.52,17019.43,27325.31,76629.15,15280.9,32261.27,25197.22,34813.17,7712.19,8046.36,21079.34
"K00554",17324.14,12434.98,16279.24,1909.51,3919.78,9313.18,18877.25,23240.59,60395.34,33119.98,30531.94,24567.91,34473.29,7867.03,63286.45,17409.84
"K00555",341.32,251.5,570,211.33,954.84,156.66,261.17,195.32,1373.33,233,660.84,351.16,864.67,84.66,277.17,419.17
"K00556",2156.59,8280.26,7958.56,824.1,2151.69,1808.16,2902.38,15937.67,10942.54,1625.7,2888.13,1917.34,4946.6,740.75,1167.85,8233.13
"K00557",1842.76,8141.33,8613.46,872.01,2365.96,1793.76,3702.97,16039.18,9887.78,2127.95,2589.44,1552.03,2902.9,670.18,1405.44,9174.45
"K00558",3813.3,9200.15,11125.08,2251.93,5982.78,4315.37,12382.41,17707.26,21738.18,26391.91,5178.16,9669.33,8235.1,1597.86,58660.25,15536.96
"K00559",0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0
"K00560",16259.59,12920.96,16950.77,1922,4659.69,8758.32,15546.48,22531.72,62271.81,13253.32,30139.65,23583.53,33364.96,6858.56,6944.49,16057.74
"K00561",170,93.25,121.25,19.33,22.75,122.08,1289,28.5,547.83,4382.25,261.08,67,170.67,10,80,51
"K00563",4804.14,8877.98,8773.99,963.5,2414.28,2690.36,4169,16451.35,11206.16,2298.82,4417.27,1910.57,3766.43,744.7,1429.45,10990.51
"K00564",5492.03,15825.61,15125.97,1129.27,2875.56,3268.67,9484.27,31974.21,15939.8,4400.1,5935.99,2743.36,5503.69,854.17,2354.59,15315.22
"K00566",16651.14,12449.15,16237.41,1904.01,3897.61,9186.34,19058.67,23464.34,60729.93,31782.14,30252.77,24316.08,34410.46,7823.7,63324.45,17111
"K00567",17100.96,14920.23,18188.24,2207.34,4946.12,11781.84,18751.87,26776.07,73735.7,33843.19,31020.07,24971.57,34961.06,7876.02,63642.6,17331.67
"K00568",11153.92,10605.91,14118.96,1258,2878.29,5627.09,7684.96,18877.72,47031.69,5498.45,25821.45,21771.69,28990.76,6437.35,5558.93,10962.53
"K00569",1193.33,445,1866,229,525,761.33,2024.04,1264.14,4405,1460.86,1025.67,7017,4109,223,691.33,2865
"K00570",158,45,161.5,32.17,51.17,370,179.17,32.83,701.17,25,284.67,72,139,9,19.17,146.5
"K00571",4244.89,857.21,1392.23,1080.15,3218.33,2102.6,10217.16,2169.01,7943.56,3953.51,3081.91,2125.32,2683.18,385.99,1723.57,6309.13
"K00573",21797.24,14411.68,19231.23,2134.77,4895.36,7768.64,14863.22,22130.13,67217.96,8378.69,50963.47,43636.84,58966.82,12507.74,10673.51,15013.24
"K00574",17837.93,11950.06,16123.71,2203.17,5127.05,8577.26,25090.48,20637.23,56278.52,53463.7,30915.36,23526.45,31708.68,6714.77,7418.7,15388.9
"K00575",22212.32,20692.26,25219.64,2290.11,5183.79,7900.16,18381.19,36846.21,66074.98,28159.82,52166.02,37926.67,57939.92,12794.98,67212.65,20369.86
"K00577",100.13,1357.49,1006.99,350.99,1831.02,71.16,226.17,316.3,4538.99,191.34,373.35,131.15,429.18,42.98,167.17,437.52
"K00578",30.82,106.83,67.33,155.33,854.34,24.83,62.5,50.32,523.33,54.67,105.34,25.16,120.17,12.66,49.5,138.84
"K00579",30.82,106.83,67.33,155.33,854.34,24.83,62.5,50.32,523.33,54.67,105.34,25.16,120.17,12.66,49.5,138.84
"K00580",30.82,106.83,67.33,155.33,854.34,24.83,62.5,50.32,523.33,54.67,105.34,25.16,120.17,12.66,49.5,138.84
"K00581",30.82,106.83,67.33,155.33,854.34,24.83,62.5,50.32,523.33,54.67,105.34,25.16,120.17,12.66,49.5,138.84
"K00582",30.82,106.83,67.33,155.33,854.34,24.83,62.5,50.32,523.33,54.67,105.34,25.16,120.17,12.66,49.5,138.84
"K00583",30.82,106.83,67.33,155.33,854.34,24.83,62.5,50.32,523.33,54.67,105.34,25.16,120.17,12.66,49.5,138.84
"K00584",313.14,286.16,568.66,181.66,910.68,82.16,291.5,143.64,1402.66,1010.34,576.68,295.82,898.84,81.32,324.5,311.18
"K00586",300.82,239.5,565,204.33,941.34,116.16,234.17,178.32,1323.33,214,642.34,305.16,824.17,82.66,269.17,292.17
"K00587",1,0,0,0,0,1,1,72,0,2,0.5,4.5,3,1.5,3,1
"K00588",28.83,111.17,139.58,17.67,15.5,33.5,57.17,133,271.58,31.17,107.83,35.17,22,4.33,25.67,193.67
"K00590",154.5,80.17,166.67,12,28,366.83,144.17,51,725,61.33,113,37.5,231.22,20,81.17,127.83
