"","BulkRAG1","BulkRAG2","BulkRAG3","BulkRAG4","BulkTP1","BulkTP2","BulkTP3","BulkTP4","RAG1","RAG10","RAG11","RAG12","RAG13","RAG14","RAG15","RAG16","RAG2","RAG3","RAG4","RAG5","RAG6","RAG7","RAG8","RAG9","RTP1","RTP10","RTP11","RTP12","RTP13","RTP14","RTP15","RTP16","RTP2","RTP3","RTP4","RTP5","RTP6","RTP7","RTP8","RTP9"
"K00121",38259.17,62992.67,37456.67,26593.17,82012.16,75376.33,67324.99,51820.84,78385.67,75998.68,9954,39000.5,61465.99,59258.29,45372.33,16072,69465.01,90002.01,63653.66,59300.84,157330.85,60152.33,85554.16,46771.33,80462.66,75664.34,77015.34,58383.51,84324.01,70948.84,87873.83,52723.17,73806.99,73994.16,63713,85508.66,107648.65,72233.34,37231.67,76906.99
"K00122",5706.67,7107.33,6352,4375,31870,29172.33,27806,16113,11737.67,11929,2199,5656,8931.67,10503,10425,4520,8073.33,12216.33,6884.33,8220.33,2407,9029.67,1375,4837,30317,25664,23079,15539,23403,28796,24673,18282,22700.67,26142,22945,29630,28539,27131,8440.33,25766
"K00123",67966.35,95192.85,65743.53,57581.51,98553.15,92761.07,79750.63,59362.58,113353.91,94043.14,14194,65990.9,71528.49,82035.19,77759.1,15462.5,100812.17,120171.33,104742.59,83734.55,100670.34,102026.91,65058.33,37182.99,96168.94,94024.76,90189.17,63714.26,93582.99,87764.3,88017.68,59505.17,92632.61,90212.62,72001.53,105464.32,97720.62,84564.46,35152.13,96870.95
"K00124",16033.34,31500.67,17855.5,16195.17,43802.99,39290.65,36648.17,25668.67,33583.67,29253.67,2199,21982.5,22847.51,25797.63,21528,2553,32613,38935.83,34193.65,24544.16,77925.84,26734.67,41294.33,6613.33,37697.34,36721.66,38546.33,28060.83,40097.51,38373.33,37401.49,26333.34,38445.99,35944.99,30954.5,44748.66,42587.99,35131.33,8982.33,38885.83
"K00125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00126",9015,10191,5353,4075,32823.5,29798,30129.5,21323,11022.5,11396.5,1343,8218,10189,11810,10783.5,2058,11490,15885,11900.5,9511,71062.84,9444,31963.33,2373,31173,28353,28298,21806.5,28113.5,30074,29653,20774,29859,26799,23480.5,33024,30739,28155,7594,28181.5
"K00127",9015,13482.5,7800.5,7242,37328,33405.17,30672.5,22925,16269.17,16279.67,1343,10585.5,15310.83,17152.63,13449,2517,18994.17,23602.67,18205.67,15107.17,74271.84,13391.5,36594.33,2373,31731,30661,30925.67,24276,33872.67,32292.67,30873.5,21405,31865.5,28807,27194.5,36360.5,33093.83,30779,7594,30439
"K00128",96500.35,162434.02,116880.77,81022.26,189727.48,181126.28,156943.35,124574.06,235219.87,200921.09,26427,120944.95,164338.91,162577.73,136694.3,39941,245605.92,255026.02,222566.38,167073.36,425985.05,191583.87,216864.98,115200.99,187798.3,192665.31,189770.27,142701.15,200477.92,179824.58,207823.75,125725.17,192691.87,179807.72,147735.76,210926.46,217348.2,180993.73,76875.41,188669.36
"K00129",0,254.5,244.5,0,378,0,0,0,256,263.5,0,165.5,0,0,221.5,0,320,0,385.5,328.5,0,303.5,0,0,0,0,0,0,0,0,167.5,0,0,353,0,422,374,0,0,257
"K00130",31109.5,55322,35259.5,22432,54672.83,51570.84,50164.82,38656,58632.01,60868.51,1879,33373,46699.81,39646.79,37588,11366,50842.51,68789.51,47701.01,47242.51,153334.35,50085,71998.99,31265,61083.99,60858.51,57596.34,45668.68,65290.18,52891.34,69255.83,32754.67,57414.83,58559.83,42056.5,65917.33,73054.32,56862.68,15440,58782.82
"K00131",738.5,5381,1267,923.75,2802.33,2840.33,2061,725,2123,2793,176,2055.25,775,958.25,1563,116,2234.75,3046,2447,1682.5,1023,2396.5,689.5,521,3117.67,3703.33,2203.58,1944,2464.67,2897.33,3541.83,2268.17,1587.33,4164.83,1478,4439.33,4716.83,2353,0,2336.5
"K00132",710,0,0,0,0,0,0,461,1845,0,0,0,0,0,1366,0,303,2111,1894,1611,0,1625,0,0,785,882,888,1154,0,0,0,0,0,0,1722,169,0,0,0,887
"K00133",75437.84,104118.84,74212.7,69530.67,121004.49,115855.76,99468.45,73453.41,139485.74,116725.81,19968,81069.9,93349.3,105978.79,90021.1,25273,131532.67,142169.01,125781.63,98608.9,111923.01,128488.57,74090.83,47046.33,124853.27,122409.6,110696.34,79752.94,123860.65,113233.47,120199.69,74422.17,109374.62,118314.46,90270.03,135468.48,123368.45,112098.8,41308.97,119813.29
"K00134",75491.34,107620.51,81511.4,66098.67,123840.16,118053.53,98939.85,75327.81,144764.97,115783.11,15844,71440.8,91385.77,99756.59,87422.87,21340.5,134194.5,144921.51,125557.1,97679.63,117456.51,125590.47,76990.33,57898.33,128642.2,125504.54,113359.68,81857.04,126869.11,116214.11,122433.56,75898.5,113299.59,122522.43,94338.23,140876.48,128367.42,114791.93,45125.77,122773.69
"K00135",101815.84,139020.67,97305.5,75391.42,136145.49,128162.66,113625.49,87424.51,154350.01,127798.01,17925,86974.75,105033.66,112418.04,102756.33,22286.5,143944.59,161013.51,123524.16,96626.67,515255.21,129646.67,249543.15,56680.33,140114,132131,124240.92,95936.51,142688.02,124042,167935.99,87684.17,121021.32,132613.16,99714.33,155624.65,143858.15,127770.34,50457.17,135613.83
"K00137",0,2944,0,0,1634,1538,1284,0,746.5,2916.5,0,2350,1556,879.8,375.5,0,1697,2432,830.5,465,65825.01,0,29738.66,2373,656.5,2310,1934.5,1539.5,3479,1698.5,8444,2427,0,2019.5,1672.5,3338,2818.5,2504,722,0
"K00138",20995,21933.33,17741.67,11996,32365.33,30110.5,27802.66,17651.17,22839.5,18381.17,2197,8729,13009.16,17971.63,17599.83,4484,31052.67,26741.84,20971.17,12046.34,78169.01,21148.33,40930.33,7246,31274.5,26365,21174,18388.34,30567.67,28344,31781,20626.67,21939.83,31850.33,26621.5,37151.66,32525.49,28448.67,7830.67,27978.5
"K00140",41233.5,56878.83,42472.37,30599.5,60523.99,58919.76,49776.06,38607.57,63971.4,47016.47,5872,25466.4,41053.96,41569.83,37800.93,7367,52082.17,64675.84,47801.47,33866.24,94577.01,51308.23,51469.33,24157,62363.44,58147.26,56100.16,41448.94,61444.31,55359.46,61511.36,40716.51,54380.29,57971.29,46430.2,72067.32,65155.95,56070.47,25191.47,61412.9
"K00141",1366,7270,4180,0,664.5,481.17,1322.83,502.5,10666.67,7493.67,856,1166,4779.16,3733.33,4769,0,4428.17,5927.67,5922.67,5396.67,2346,4416,560,0,442.83,327.67,1378.67,2070.17,631.17,560.67,388,0,1881.5,0,0,2614,408.83,653.67,444,1322.33
"K00145",67267.34,94344.67,68295.37,55073.92,115580.66,109869.76,96281.95,70511.58,125703.9,99531.14,12849,63393.65,79343.14,86615.01,76360.43,18379.5,114837.25,123591.01,106256.96,84616.9,108499.68,108124.4,68387.33,43220.33,119507.27,114384.1,104408.09,76180.94,116299.14,108348.97,112910.03,70554,105059.29,112006.13,86718.03,128757.98,116347.62,106326.13,40503.64,113436.13
"K00146",575.67,4575.34,3416,527.67,4099.33,3601.66,4620.67,2914.67,7741,5689.67,0,3296,5227.34,5562.63,6185,0,5380.67,9743,6437.32,3529.33,3846,7947,884,100.33,5432,5210,5453.67,4141.33,4667.67,4676.67,5103.33,542,4949.66,4831.33,2680,5728,3788.33,3337.33,0,3837.33
"K00147",60234.84,81735.34,59445.7,44380.92,101568.16,95616.26,84050.12,62893.91,105944.57,86285.81,7249,48701.15,68992.14,72502.71,61736.6,11602,92576.75,104870.34,83865.46,73001.23,102273.51,90874.57,64305.33,39196.33,103820.27,100303.6,91911.59,67582.77,103402.81,94528.97,100078.36,61640,91961.79,98716.13,76549.03,112895.15,103229.29,92476.13,37123.97,99128.96
"K00148",575.67,11518.84,1533.5,527.67,1742.16,1676.49,1052.17,463.67,8167.5,7491.67,1712,3296,7055.34,5715.83,7420.5,403.5,5809.17,10165,6038.82,4266.83,68311.34,4684,31313.33,2473.33,1854.17,1743.83,1781,898.33,2584.34,2133.5,8038.16,2844.17,1492.49,1804.66,705,2000.83,2151.16,1393.33,722,1583.83
"K00150",197,598,450.5,300,299,293,232,186,1006.5,1554.67,0,1233,751,1822,647,0,1561,827.5,1089,541,141,644,139,179,289,411,312,229,281,316,1022,181,275,297,0,388,510,384,0,412
"K00151",10329.5,4957,9714,5047,2555,4025,3783,3007,8960.5,5552,1343,2912,6928,10331.8,9937,0,6981,7044,1808,5093.5,846,8747,1073,0,4882,5291,2527,2035,6149.67,2236,5500.5,1983,1271,6006,2530.5,6880.33,3501.5,2632,0,4113.17
"K00153",13947,24093,14365,9555,3896.83,4763.5,5529.66,4312,16030.67,11825.67,1710,6641,7833.49,8522.33,9679,1967,11243.17,15062.17,9459.67,8394.67,5558,14530,4985,4658,7151.33,6483.67,4993,4447.34,8309.84,4274,7928.33,3157.67,4608.83,8297.33,5707,8396.33,6572.16,6381.34,0,8228.66
"K00154",5252,3751,3786,1426,5311.5,5638,3952,2816,7127,7208,1343,2912,4519,7586.5,3573,0,4355,8895,5490,3567,3147.67,4202,2465.33,0,3510.5,5209.5,4257.5,3980,8007,4148.5,7420,4061,4192,5873.5,3958,8276,9751.5,5252,1023,4952.5
"K00156",29910.5,38007.33,29196.17,25520,34250.16,31363.33,31349.16,18682.17,47299.5,41165.67,9492,33755.5,28210.16,39417.13,37582.83,13001.5,48926.17,53111.34,44617.17,33124.34,19745.34,50584.83,12986.33,13880,35774.67,29676.83,26172.33,19444.34,31947.84,30730.83,30669.33,19234.34,23104.66,33588.66,26539,38273.49,32875.32,29659.67,5416.67,33232
"K00158",1004,2335,2030.5,1121.75,682,1435,232,384,1577,3250.5,0,1146.25,426,2519.75,2226,205,2159.75,3680,2773,1393,1527,2779.5,523.5,179,1394,354,844.25,370,393,1143,296,0,1303,573,0,706,1386,936,0,1226
"K00161",64985.35,96831.69,68242.37,43658.18,130544.31,127673.07,114470.9,77469.09,129311.57,104727.82,7927,56855.4,86191.82,91030.48,75080.43,14426.5,116607.68,131687.18,110351.09,90769.56,175221.85,112298.9,96799.83,42278.32,138671.44,127767.93,123224.68,86929.1,133247.16,127011.81,134049.68,85962.34,116201.93,131834.78,107410.03,152062.64,132426.6,125548.79,44965.14,132820.06
"K00162",62929.68,91193.02,65889.2,42406.51,127047.48,124535.91,112214.4,75626.75,121475.74,97871.65,7751,53376.9,80791.98,87328.15,69606.6,13907,109550.51,121403.51,102837.27,83448.56,173836.18,106472.57,95005.83,40549.99,136319.44,125303.43,120845.51,85017.6,129691.16,124479.14,131405.68,83961.84,113489.77,129207.95,105369.53,148684.81,129311.94,122590.46,44207.47,128686.56
"K00163",36622.67,57233,35692.83,29584,51214.66,46125,44323.16,33647.67,57414.68,50649.17,9685,36156.5,38783.99,45291.96,41198.5,12369.5,49743.17,66120.34,48042.34,36819.67,18892.5,54234.84,15663,11742,51268.17,49880.33,47183,35698.84,51857.52,47315.33,46858.99,29329.67,42360.66,47730.33,39308.33,58302.32,48936.49,45380.34,11593.5,49702
"K00164",58915.34,72801.34,56356.7,45922.42,97240.16,95413.76,84126.73,62262.91,100116.07,80285.97,12673,54398.15,60722.64,68623.21,63608.6,15622.5,93946.25,104065.34,88077.46,66180.23,101302.01,89476.07,61583.33,31534.33,102919.27,97715.1,92577.09,67256.77,102090.31,92654.97,98460.36,62463.5,90999.29,97046.13,76390.03,110509.15,96837.79,92940.13,38076.97,98419.57
"K00166",13314.67,23749.16,17454.04,12399.75,21414,22625.93,15921.06,12811.74,32095.06,21266.3,2819,12341.15,21473.14,18153.25,13530.93,3662,27135.41,35344.67,26660.3,19024.4,75697.18,24233.73,37583.33,20300,24960.6,25060.77,22420.42,15738.44,24081.46,22116.97,30024.54,16117.5,23562.47,24848.8,18660.7,29246.82,27262.46,24001.13,9813.47,24838.91
"K00167",14127.34,28636.17,21193.37,13331.42,25655.33,26382.59,20349.4,15296.74,38295.73,26298.97,2995,13584.15,22523.48,22290.58,17523.6,3778,32593.08,41727,31831.62,22927.06,77092.51,29780.4,38210.33,20706.33,30374.6,29898.77,27276.09,19396.1,28223.8,26848.64,34933.2,16541.5,27299.13,29582.13,21547.7,34821.49,30766.46,27482.46,9576.8,28740.57
"K00169",3860,2685,1733,2749,3276,3809,1338,1686,4047,5301,528,3129,4193,2926,4097,1022,6789,6840.5,7101,6116,3070,8160.5,1958,1563,2226,3886,2255,1270,2174,3554,2470,1245,3514,3531,1842,2253,3748,2284,0,2129
"K00170",1958,2685,1733,1908,3449,3809,1523,1686,4047,5485,528,3129,3287,2926,4097,1022,6789,5549.5,5771,5134,1914,5707.5,1958,1563,2583,3492,2255,1270,2174,3697,1866,1392,3514,3101,1842,2253,3186,2284,0,2129
"K00171",832,1167,823,662,1138,1357,630,619,2288,3612,176,736,1667,1810,1885,116,4873,3612.5,4281,3994,1386,3532.5,1348,521,766,2073,1161,526,840,921,742,340,1472,1377,1123,848,1375,813,0,1170
"K00172",3478,2132,1289,2345,2958,3128,1179,1376,3242,4833,352,2625,3672,2370,3611,906,6162,6056.5,6375,5546,2806,7433.5,1653,1042,2227,3492,1907,961,1690,3321,2248,1052,3040,3104,1535,1722,3374,1885,0,1764
"K00174",44501.84,73964.01,51433.53,43528.42,66932.66,60186.26,47948.79,37398.24,101441.24,87280.97,11819,52205.15,65793.64,64238.91,57731.77,15462.5,85594.75,101643.17,85770.46,72802.06,23467.5,82420.74,26743,39137.33,69010.27,71165.1,60605.09,42954.6,69080.31,61163.97,64308.19,37020,62957.79,62918.13,46493.03,73499.99,65025.96,59341.13,15719.3,67519.12
"K00175",44501.84,73732.01,51292.53,43528.42,66932.66,59604.26,47948.79,37089.24,100517.24,84413.97,11819,52205.15,65574.64,64105.91,57682.77,15462.5,82856.75,99211.17,83277.46,70677.06,23467.5,81455.74,26685,39137.33,68015.27,70013.1,60273.09,42954.6,69080.31,61163.97,64251.19,37020,61826.79,62308.13,46162.03,73041.99,64455.96,59341.13,15719.3,67072.12
"K00176",1022,3495.5,1277.5,1883,1247,719,60.89,309,6539,4798.5,0,1469.5,2114,1605,1724.5,674,5074,5080.5,5105.5,2953.5,0,3648,930,1244,437,1637,709,856.5,1174,415,734.5,273,1431,2334,907,1871.5,944,320,0,1605.39
"K00177",1538,4052.5,1656.5,2141,1894,1028,346.89,309,6981,5365.5,0,1701.5,2421,2008,2337.5,674,5700,5695.5,5727.5,3428.5,1122,4549,1563,1244,791,1990,1100,961,1530,727,1105.5,126,1710,2345,1392,1695,1375,690,0,1799.89
"K00179",511,1681,1388.5,941.5,1471.5,769,682.89,0,2794,1830.5,0,1992.5,2216.5,736,886.5,459,1523,2974.5,2347.5,1938.5,65,1337.5,436,622,56,1112,788,1350,1537,769,1947.5,962,200,1790,989,3078,1433,1062,0,657.89
"K00180",511,1681,1039.5,941.5,1984.5,1087,1189.89,325,2794,1830.5,0,1992.5,660.5,736,886.5,459,1523,2974.5,2347.5,1938.5,65,1337.5,436,622,413,1112,788,1350,1870,769,1947.5,1631,200,1790,989,3078,1433,1062,0,1044.89
"K00184",19887.84,26024.66,20680.17,22405,33290,32506.83,27110.16,18308.01,48520,34277.83,5776,31088,27927.01,38156,30494.33,8327,51209.99,50340.67,46051,31563.83,14755.34,42853.67,13276.5,14252,33995.17,34279,30437.67,22088.34,33446.66,31806.5,29784.17,18592.83,30388.17,32133.67,25219.33,37147.32,34098.83,31906.33,8229.17,31719.51
"K00185",15683.17,22775.33,17161.17,19513,33803,32776.5,27617.16,18172.01,42004.33,30554.83,5776,26983,25225.34,33934,27127.33,8291,46994.66,43916.84,40366.67,26813.5,12823.34,38232.5,11041.5,11356,33266.17,33571,29549.67,20934.34,33779.66,31676.5,29692.17,19261.83,30334.5,32133.67,23497.33,36978.32,34098.83,31950.33,8205.84,31219.51
"K00186",0,0,402,0,0,0,0,0,722,0,0,0,540,0,0,0,648,751,0,0,0,0,0,0,0,0,90,0,0,371,0,147,0,329,0,268,295,0,0,0
"K00187",0,0,402,0,0,0,0,0,722,0,0,0,540,0,0,0,648,751,0,0,0,0,0,0,0,0,90,0,0,371,0,147,0,329,0,268,295,0,0,0
"K00188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00194",0,115.5,0,118.5,276.5,0,0,0,110,0,0,0,42.5,0,0,0,0,319,0,127,0,95.5,0,0,0,0,0,112.5,478,43,0,0,100,115,288,176.5,0,0,0,163.5
"K00196",511,645,446,823,227,0,40.89,0,1132,806,0,652,660.5,736,665,0,768,1045,985,0,0,968.5,436,622,0,0,0,112.5,478,86,0,0,100,115,288,176.5,0,0,0,237.39
"K00197",0,115.5,0,118.5,276.5,0,0,0,416.5,0,0,0,42.5,0,0,0,0,319,0,127,0,95.5,0,0,0,0,0,112.5,478,43,255,0,100,115,288,176.5,0,0,0,163.5
"K00198",511,1398.5,446,1365.5,565.5,0,163.56,0,1548.5,806,0,652,660.5,736,665,0,735,1364,985,127,0,1692.5,436,622,1298,1644,0,519,956,129,1765,126,0,709,576,634,1188,0,0,295.56
"K00200",364.67,685,403.33,443,8240,6293.5,6845.5,4132.67,3173.84,2909.33,0,1697,447.67,1556,3556,36,2120.33,3950,1083.5,1086.33,1114.5,1140.34,415,0,7787.67,8221.83,6949,4644,6071.17,7239.83,6577.33,3618.83,7178.5,6257.67,5048.83,8070.83,7072.67,6003,2343.5,7035.67
"K00201",364.67,685,403.33,0,5854,6202.5,6477.5,3965.67,3073.84,2808.33,0,1697,447.67,1556,2401,36,2020.33,3950,1083.5,739.33,1010.5,1140.34,415,0,7515.67,7578.83,6463,3420,5481.17,6800.83,6221.33,3618.83,6996.5,6257.67,4592.83,8070.83,6604.67,5617,2343.5,6563.67
"K00202",364.67,685,403.33,443,8240,6293.5,6845.5,4132.67,3173.84,2909.33,0,1697,447.67,1556,2401,36,2120.33,3950,1083.5,1086.33,1114.5,1140.34,415,0,7787.67,8088.83,6949,4644,6071.17,7239.83,6577.33,3618.83,7178.5,6257.67,5048.83,8070.83,7072.67,6003,2343.5,7035.67
"K00208",70748.84,90740.34,68579.2,57816.42,134982.66,127651.26,111734.73,83329.91,127304.07,104625.14,15535,68197.15,84889.64,90696.21,80719.1,17971.5,122351.25,134259.34,110868.46,85989.73,178159.85,111552.07,99588.66,37956.33,131487.27,125103.6,120889.09,89276.27,132620.81,123144.47,127330.86,82303,119025.79,122767.13,99572.53,142664.65,125160.29,121236.13,49824.47,126126.57
"K00209",1902,456,1641,212,1172,1292,1251,969,4459,1044,0,0,237,1155.5,1350,0,81,728,1846,87,80,3042,0,0,1660,1978,1224,999,1324,792,3712,1300,935,1763,923,1790,2375,1036,579,1333
"K00210",0,789.5,186,0,687.5,649.5,531.5,343,1467.5,1785,0,0,1445,702,866,403.5,1309.5,1979.5,1232,1040.5,0,1674,0,0,662,571.5,513.5,391.5,688,637,600.5,566.5,543.5,723.5,434.5,614.5,656,650,0,611.5
"K00211",0,300,0,269,0,0,0,0,200,244,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,210,0,0,0,212,0,0,0,0,0
"K00213",0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,1113,0,0,1014,497,157,0,280,0,0,0,0,594,0,0
"K00214",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K00215",67785.17,93657,70272.7,55519.25,123497.33,117595.1,102407.84,74674.24,131225.57,109801.97,12849,68584.65,87597.8,94771.38,78355.6,22313.5,126986.58,133216.34,111709.14,93170.4,171991.35,111620.07,98875.66,54807,126467.77,123776.1,113262.92,83309.44,125016.47,114728.8,128321.53,75734,110008.63,122175.3,94010.03,137963.32,130119.96,115363.8,45559.97,120352.35
"K00216",2184,2576,1159.5,628.75,1550,1871,1340,1384,1126,2035.5,0,376.25,254,1577.05,1077,0,2454.75,3063.5,2576,1054,1101,4208.5,384.5,0,1397,1657,1044.25,1034,1445,1673,3477,1180,1348,2114.5,923,1614,5834,1972,579,2228
"K00217",1717,2531,1527,1426,3172,2744,2286,1012,4082.5,5857.5,2199,5253,8930,4901.5,4047.5,0,3332,7403,2638.5,3858,66738,5015,30767,2373,1959.5,3990,3221.5,2590.5,5432,2955.5,8909,3592,1028,3330.5,2947.5,5094,4320.5,4118,722,1475
"K00218",0,177,106.5,0,0,0,0,0,516.5,236.67,0,463,579,844,69,0,812,370.5,611,111,0,228,0,0,0,26,52,39,0,25,726,181,0,0,0,0,174,93,0,81
"K00219",1045,15781,2375,3212,3848,3261,2947.83,3168.5,5955,6299,856,1948,5933.33,2741.3,2854,1967,2649,4244,2574,2978,662,4186,562,4658,3737.83,3700.67,3268,3884.17,4858,2653,7194,1180,3533,5224,1023,5619,6653,5197.67,579,4610.33
"K00220",5842,8368,4607,4075,33845.5,32765,29987.5,21801,13839.5,11828,1343,7403,11262,10469,9301.5,2058,14441.5,14982,12197.5,10328,74292.84,11584,35431.33,2373,31154,28455,28902,21952.5,30639,30923,31528,21738,30326,28233,24346.5,32719,30832,29771,14814,28557.5
"K00226",7281,9406,6600.5,11696,11653.5,10031.5,7500.5,4795,17802.33,13724.5,5952,16249.5,10464.67,16172.5,13435.17,7009.5,17181.83,16312,15704.67,12963.33,4090,19004.5,4401.5,4231,8455.5,9293.67,8429.17,6471.5,8908.33,8426.67,8067,5647.5,8108.5,8344.5,5905.5,9817.33,7876,8186.33,2291,9005.5
"K00228",13314.17,21222.83,12775,10560,41965.5,39848.33,36198.5,26896,30604.67,23672.67,1343,14871.5,23711.67,23530.1,16458,3509,26712.83,34478.83,23821.33,17231.83,81320.84,20796.17,40154.33,5137,39991,37640,38021,28310.5,41233.5,38996,42406.5,27409.5,35958.67,37448,30574,45129,40496,38366,16759.33,38240.5
"K00230",3297,7899,2705,1849,3768,3006,4130,2242,7319,5420,1710,0,2362,4804.3,4642,0,4085,5695,3727,4206,5140,6574,3714,0,5432,6414,4765,4102,5472,5422,5747,2067,3203,6052,6985,7045,4151,5222,0,5272.5
"K00231",32487.17,50737.5,37572.2,32010.5,32398.33,32206.1,23756.56,19011.24,57443.57,41062.3,10481,30625.9,31709.3,39352.83,38149.6,11398.5,47533.83,57114.84,46173.14,35784.4,17756.67,56157.57,16930.5,24851,33410.27,34922.1,29455.67,20207.94,33297.97,30386.3,32531.53,19066.5,29019.63,33806.3,25250.53,38504.82,35436.46,30809.8,12960.97,34742.07
"K00232",12880,18778,12997,8682,2476,3651,3722.83,3809.5,9915,7577,1710,1948,5258.33,7685,9108,1967,8235,10955.5,2138,4195,5638,10176,4274,4658,6017.83,5529.67,2945,3926.17,7447,2961,6941,2067,2027,7539,5707,7630,5525,5727.67,0,6314.33
"K00239",68314.34,105247.34,72339.2,58204.42,116562.49,112037.43,96804.39,71253.91,137772.41,116279.98,13881,69510.15,88452.96,94994.87,81523.6,20462.5,136818.59,138464.18,123369.8,94196.57,111717.51,115247.57,70812.33,47920.33,120612.6,116898.77,108266.76,78542.61,120536.82,110526.64,115580.69,71874.17,108807.62,113950.46,88644.03,130666.98,123010.78,107891.47,40567.97,117497.73
"K00240",69513.34,105812.34,73167.2,59491.42,119135.49,113262.43,98403.39,72646.91,139031.41,114831.98,15048,70393.15,91645.96,95972.87,82143.6,20346.5,135777.59,138272.18,123876.8,92629.57,110103.51,116545.57,71318.33,47842.33,122737.6,117540.77,109696.76,80005.11,122877.82,112258.64,116830.69,73374.17,108691.62,115304.46,89996.03,134558.48,124259.78,110073.47,40567.97,119091.23
"K00241",53854.34,84365.67,61740.87,48786.42,94746.66,91805.93,78094.89,57729.08,114576.07,85192.31,11824,55218.15,70317.8,80287.54,66039.93,15829.5,116616.42,113580.68,102275.13,69663.57,106231.18,95981.9,62788.33,37472.33,97458.1,95752.77,87626.76,63722.61,96429.31,90740.64,94539.03,57116.5,85040.79,93552.13,71560.03,109738.48,101316.95,90048.8,33914.64,94187.57
"K00242",22012.17,24280.34,21680,14510.67,42455.33,41883.83,37335,29167.17,35206.67,26675.34,1343,18340,26824.5,26909.96,23052.5,5440,31630.34,36977.67,25507.49,20597.5,78704.34,27197,39147.33,9212.33,42255.83,39125.67,37758.34,28376,42453.01,39081.34,43359.83,26476,36412.16,39599.33,30174,47166.33,42673.66,37488,16258,40697.33
"K00243",8514,12680.33,11705.37,8522.75,7315,7111.6,3442.62,4752.07,13931.73,9502.8,2819,6338.65,6810.8,10415.25,7578.93,2181,21929.75,13605.67,20556.8,9023.07,8479.67,15633.73,6365.5,13828,9246.6,10250.6,6531.25,5122.27,7755.13,6020.8,8669.87,5160,7980.8,8069.3,6334.2,9859.33,10577.13,7610.8,4445.47,8466.96
"K00244",1221,5583,446,1247,0,0,0,461,4385,2047,856,1818,938,737.3,4100,0,1038,6327,2879,1611,1530,3222,1610,622,2083,2526,888,1451.5,0,0,1510,0,100,0,1722,430.5,1611,0,0,1311.5
