"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K02914"	0.00016487657810439	0.000259695290858726	0.000193998517297046	0.000173613035014425	0.00016367239946295	0.000177589817082488	0.000276453106641786	0.00018691089690529	0.000320424125023668	0.0002487635857494	0.000291050878465469	0.000256356597258554	0.000105322855059548	0.000247156555369934	0.000246783956350649	0.000158700937605139	0.000220169266131802	9.97798606823695e-05	0.000219292780781978	0.000112229666790119	0.000128838703146425	0.00025553830126	0.000151305299177132	0.000163484002299323	0.000276847263364802	0.000109481630546418	0.000104286161226405
"K02915"	0	0	0	0	0	0	0	0	0	0	9.2397104274752e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02916"	0.000129545882796307	0.000259695290858726	0.000256355183571097	0.000144061880118352	0.000225049549261556	0.000206499787305219	0.000365313033776646	0.00028303650102801	0.00034955359093491	0.000302070068409986	0.000235612615900618	0.000146489484147745	0.000190391314915337	0.000283772341350665	0.000264731880448878	0.000260269537672429	0.000193748954195986	0.000212032203950035	0.000164469585586484	0.000258128233617274	0.000271481553058539	0.000294851886069231	0.000244416252516905	0.000205673422247536	1.38423631682401e-05	0.000114695041524818	0.000130357701533007
"K02917"	0	0	0	0	0	0	0	0	0	0	0	1.04635345819818e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02919"	0.000129545882796307	0.000155817174515235	0.000166284443397468	0.000107122936498262	0.000148328112013298	0.000161069834098071	0.000207339829981339	0.000202931830925743	0.000152929696034023	0.0001658423904996	0.000124736090770915	0.000125562414983782	0.000190391314915337	0.000192232876398837	0.000125635468687603	0.000171397012613551	0.000220169266131802	8.73073780970733e-05	0.000109646390390989	0.000101006700111107	0.000138041467656884	0.000137597546832308	0.000168763602928339	0.000126568259844637	0.000110738905345921	0.000119908452503219	0.000117321931379706
"K02921"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02922"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81943458373584e-06	0	0	0	0
"K02924"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02925"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	4.57697324759137e-06	1.34609430736717e-05	0	0	0	0	0	0	0	0	0	0	0	0
"K02926"	0.000635952515545506	0.000657894736842105	0.000824493698512447	0.000550390259939346	0.000519148392046544	0.000532769451247465	0.000770119368502118	0.000651517983498438	0.000531612752880176	0.000698907217105458	0.00067449886120569	0.000549335565554044	0.000473952847767966	0.000604160468682061	0.000650612248560801	0.000679240012949997	0.000642894257104862	0.000648569094435402	0.000558199805626853	0.000684600967419728	0.00052455757709616	0.00068798773416154	0.000483013070450075	0.000590651879274975	0.000442955621383683	0.000573475207624092	0.000456251955365523
"K02927"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02929"	1.17768984360279e-05	1.73130193905817e-05	6.92851847489451e-06	0	2.30164311744773e-05	2.89099702227307e-05	9.87332523720664e-06	2.13612453606045e-05	0	1.18458850356857e-05	2.77191312824256e-05	0	8.10175808150369e-06	0	0	1.26960750084111e-05	1.76135412905442e-05	0	0	0	2.76082935313768e-05	0	0	5.27367749352656e-06	0	0	2.60715403066013e-05
"K02930"	0	0	6.92851847489451e-06	7.38778872401807e-06	2.55738124160859e-06	0	4.93666261860332e-06	0	0	0	4.6198552137376e-06	1.56953018729727e-05	4.05087904075184e-06	0	0	0	1.76135412905442e-05	6.2362412926481e-06	0	0	4.60138225522947e-06	0	0	5.27367749352656e-06	0	2.60670548920042e-05	0
"K02931"	0.0010128132654984	0.000623268698060942	0.000886850364786498	0.000823738442728015	0.000925772009462311	0.000859039115189711	0.00103176248728809	0.000795706389682519	0.00080834267903698	0.000900287262712115	0.00080847466240408	0.000978340483415298	0.000522563396256988	0.00108474265967915	0.00092880507208335	0.000844288988059341	0.00118010726646646	0.000848128815800141	0.000922026464651499	0.000841722500925895	0.000809843276920387	0.000923869243016925	0.000849637449225433	0.00104946182121179	0.000872068879599125	0.000886279866328142	0.00105589738241735
"K02932"	0	0	1.3857036949789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27367749352656e-06	0	0	0
"K02933"	0.000730167703033729	0.0010387811634349	0.00078292258766308	0.000738778872401807	0.000777443897449012	0.00086729910668192	0.000715816079697481	0.000736962964940856	0.000713671914825442	0.000823289009980158	0.000826954083259031	0.000915559275923407	0.000522563396256988	0.000759777559100167	0.000839065451592205	0.000806200763034108	0.000757382275493399	0.000742112713825123	0.000702733683869521	0.000763161734172811	0.000754626689857633	0.000609360564543078	0.000739068192134452	0.000785777946535458	0.00125965504830985	0.000901920099263345	0.000873396600271144
"K02935"	0.000694837007725645	0.000579986149584487	0.000658209255114979	0.000616880358455509	0.000710951985167189	0.000627759353407866	0.000622019489944018	0.000485968331953753	0.00058258931822485	0.000432374803802529	0.000582101756930938	0.000779533326357644	0.000392935266952929	0.000617891388424835	0.000493567912701297	0.000558627300370091	0.00063408748645959	0.000642332853142754	0.000588103366642578	0.000606040200666644	0.000547564488372307	0.000530733394924616	0.000634318369627207	0.000727767494106665	0.000512167437224883	0.000677743427192109	0.000469287725518824
"K07590"	0	0	0	0	0	0	0	0	7.28236647781063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02936"	0	2.59695290858726e-05	2.77140738995781e-05	2.21633661720542e-05	1.2786906208043e-05	0	1.97466504744133e-05	1.60209340204534e-05	0	1.77688275535286e-05	9.2397104274752e-06	1.56953018729727e-05	0	1.37309197427741e-05	1.7947924098229e-05	2.53921500168223e-05	0	1.24724825852962e-05	0	2.24459333580239e-05	2.30069112761474e-05	0	1.16388691674717e-05	2.10947099741062e-05	0	3.1280465870405e-05	0
"K02939"	0.000553514226493311	0.000528047091412742	0.000505781848667299	0.000454349006527111	0.000478230292180807	0.000450169536325378	0.000582526188995192	0.00033109930308937	0.00069182481539201	0.000485681286463115	0.000457365666160023	0.000601653238463953	0.000559021307623754	0.000471428244501911	0.000426263197332938	0.000488798887823829	0.00042272499097306	0.000417828166607422	0.000473473049415635	0.000404026800444429	0.000326698140121292	0.000530733394924616	0.000436457593780188	0.000590651879274975	0.000498325074056643	0.000349298535552856	0.000378037334445719
"K02940"	0	0	0	0	0	8.25999149220876e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34803750420557e-06	0	0	0	0	0	0	0	0	0	0	0
"K02942"	0	0	0	0	0	0	0	0	0	0	0	5.2317672909909e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02946"	0.000494629734313171	0.000363573407202216	0.000360282960694515	0.000428491745993048	0.000488459817147241	0.000487339498040317	0.000399869672106869	0.000373821793810579	0.000385965423323963	0.000414605976249	0.000304910444106682	0.000565030867427017	0.000291663290934133	0.000544659816463373	0.000502541874750412	0.000457058700302801	0.000352270825810883	0.000473954338241255	0.000538264098283037	0.000460141633839489	0.000363509198163128	0.000530733394924616	0.000459735332115132	0.000464083619430337	0.000442955621383683	0.000417072878272067	0.000456251955365523
"K02948"	0.000694837007725645	0.000796398891966759	0.000699780365964346	0.000738778872401807	0.000547279585704239	0.000578199404454613	0.000602272839469605	0.000646177672158287	0.000779213213125737	0.000675215447034087	0.000720697413343066	0.000737679188029716	0.000348375597504658	0.000663661120900748	0.000592281495241557	0.000418970475277568	0.000616473945169046	0.000648569094435402	0.000802412220588602	0.000572371300629608	0.000717815631815797	0.000648674149352309	0.000541207416287433	0.000564283491807342	0.000858226516430885	0.000531767919796886	0.00059964542705183
"K02950"	0.00067128321085359	0.000554016620498615	0.000478067774767721	0.000539308576853319	0.000534492679496196	0.000541029442739674	0.000592399514232398	0.000592774558756776	0.000735519014258874	0.000610063079337815	0.000503564218297399	0.000706288584283771	0.000324070323260147	0.0006361992814152	0.000812143565444862	0.000691936087958408	0.000405111449682516	0.00062362412926481	0.000548231951954945	0.000493810533876525	0.000657997662497814	0.000550390187329232	0.000651776673378415	0.000664483364184347	0.000664433432075524	0.000594328851537696	0.000547502346438628
"K02952"	0.000588844921801394	0.000649238227146814	0.000637423699690295	0.000705533823143726	0.000557509110670673	0.000512119472516943	0.000582526188995192	0.00066219860617874	0.00046607145457988	0.000556756596677229	0.000595961322572151	0.000680129747828817	0.000473952847767966	0.000622468361672426	0.000632664324462572	0.000577671412882707	0.000510792697425781	0.000598679164094217	0.000737621171721199	0.000505033500555537	0.000717815631815797	0.00072730131897077	0.000727429322966981	0.000601199234262028	0.000581379253066083	0.000672530016213708	0.000677860047971634
"K02954"	0.000247314867156586	0.000294321329639889	0.000360282960694515	0.000354613858752867	0.00036314813630842	0.00030148968946562	0.000375186359013852	0.000325758991749219	0.000356835957412721	0.000414605976249	0.000392687693167696	0.000429004917861254	0.00026330713764887	0.000343272993569353	0.000287166785571664	0.000285661687689251	0.000308236972584523	0.000311812064632405	0.000304019536993197	0.000437695700481465	0.000501550665820012	0.000334165470878462	0.000290971729186792	0.000332241682092173	0.000263004900196562	0.000474420399034476	0.000351965794139118
"K02956"	0.000600621820237422	0.000389542936288089	0.000498853330192405	0.000398940591096976	0.000427082667348635	0.000421259566102647	0.000523286237571952	0.000485968331953753	0.000327706491501478	0.000556756596677229	0.000489704652656186	0.000507481427226117	0.000291663290934133	0.000521774950225416	0.000426263197332938	0.000438014587790185	0.000598860403878502	0.00039288320143683	0.000473473049415635	0.000538702400592573	0.000547564488372307	0.000530733394924616	0.000389902117110302	0.00047463097441739	0.000401428531878962	0.00037536559044486	0.000560538116591928
"K02957"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02959"	0.000400414546824948	0.000458795013850416	0.000311783331370253	0.000350919964390858	0.000347803848858769	0.000371699617149394	0.000434426310437092	0.000363141171130277	0.000269447559678993	0.0002487635857494	0.000388067837953959	0.000371455477660354	0.000332172081341651	0.000443966405016363	0.000560872628069656	0.000412622437773362	0.000493179156135237	0.000330520788510349	0.000423633781056094	0.000381580867086406	0.00026227878854808	0.000353822263283077	0.000343346640440415	0.000427167876975651	0.000332216716037762	0.000344085124574455	0.000260715403066013
"K02960"	0	0	0	3.69389436200904e-06	0	0	0	0	7.28236647781063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02961"	0.000553514226493311	0.000337603878116343	0.000471139256292827	0.000435879534717066	0.000414295761140592	0.000412999574610438	0.000394933009488266	0.000363141171130277	0.000371400690368342	0.000491604228980958	0.000457365666160023	0.000470859056189181	0.000271408895730374	0.00046685127125432	0.000457672064504839	0.000520539075344857	0.000361077596456155	0.000611151646679513	0.000538264098283037	0.000404026800444429	0.000340502286886981	0.000668330941756924	0.000424818724612717	0.000448262586949758	0.000304531989701282	0.000568261796645691	0.000430180415058922
"K02963"	0.00044752214056906	0.000311634349030471	0.000367211479169409	0.000380471119286931	0.000352918611341986	0.000363439625657186	0.000389996346869662	0.000443245841232544	0.000415094889235206	0.000361299493588415	0.000378828127526483	0.00035052840849639	0.000251154500526614	0.000260887475112708	0.000305114709669893	0.00033009795021869	0.000369884367101428	0.000336757029802997	0.0003688105858606	0.000505033500555537	0.000335900904631751	0.000491419810115385	0.000331707771272943	0.000300599617131014	0.000318374352869522	0.000333658302617654	0.000351965794139118
"K02964"	0	0	0	0	0	0	0	0	0	0	0	0	1.21526371222555e-05	0	4.48698102455725e-06	0	0	0	9.9678536719081e-06	0	0	0	0	0	0	0	0
"K02965"	0.000423968343697004	0.000458795013850416	0.000401854071543882	0.000476512372699166	0.000439869573556678	0.000516249468263048	0.000375186359013852	0.000416544284531788	0.000444224355146448	0.000367222436106258	0.000526663494366087	0.000533640263681071	0.000295714169974885	0.000480582190997094	0.000542924703971427	0.000596715525395324	0.000519599468071053	0.000430300649192719	0.000483440903087543	0.000448918667160477	0.00052455757709616	0.000511076602520001	0.00051792967795249	0.000421894199482125	0.000622906342570804	0.000510914275883282	0.000625716967358432
"K02966"	0	0	0	0	7.67214372482578e-06	8.25999149220876e-06	0	0	7.28236647781063e-06	0	4.6198552137376e-06	0	4.05087904075184e-06	9.15394649518274e-06	8.97396204911449e-06	6.34803750420557e-06	0	0	1.49517805078621e-05	0	9.20276451045894e-06	0	0	1.58210324805797e-05	4.15270895047202e-05	2.08536439136034e-05	0
"K02967"	0.00126012813265498	0.000986842105263158	0.00109470591903333	0.00117465840711887	0.00102295249664344	0.00115226881316312	0.00102682582466949	0.00106272195669008	0.000917578176204139	0.000983208457961916	0.000868532780182669	0.000978340483415298	0.000546868670501499	0.000942856489003822	0.000816630546469419	0.000952205625630836	0.00109203956001374	0.000929199952604566	0.00109646390390989	0.00106618183450613	0.000993898567129566	0.00104180999744462	0.00110569257090981	0.00102836711123768	0.00112123141662745	0.00110002971644258	0.000743038898738137
"K02968"	0.000270868664028641	0.000251038781163435	0.000332568886794937	0.000177306929376434	0.000176459305670993	0.00016932982559028	0.000232023143074356	0.000299057435048463	0.00022575336081213	0.000307993010927829	0.000309530299320419	0.000214502458930627	0.000178238677793081	0.000297503261093439	0.000174992259957733	0.000260269537672429	0.000193748954195986	0.00029310334075446	0.000343890951680829	0.000179567466864191	0.000188656672464408	9.82839620230771e-05	0.000186221906679547	0.000258410197182801	0.000124581268514161	0.000182469384244029	0.000221608092606111
"K02969"	0	0	0	0	2.55738124160859e-06	0	0	0	0	0	0	0	0	0	0	0	8.80677064527209e-06	0	0	0	0	0	0	0	0	0	0
"K02970"	0.000188430374976446	0.000242382271468144	0.000242498146621308	0.000302899337684741	0.000263410267885685	0.000338659651180559	0.000192529842125529	0.000138848094843929	0.000145647329556213	0.000130304735392543	0.000244852326328093	0.000298210735586481	0.000611682735153528	0.000215117742636794	0.000152557354834946	0.000222181312647195	0.000237782807422346	0.000249449651705924	0.000249196341797702	0.000213236366901227	0.000207062201485326	0.000137597546832308	0.000267693990851849	0.000290052262143961	0.000207635447523601	0.000234603494028038	0.00039107310459902
"K02973"	0	0	0	0	0	0	0	0	0	0	0	5.2317672909909e-06	0	0	0	0	0	0	4.98392683595405e-06	0	0	0	0	0	0	0	0
"K02974"	0	0	0	0	0	0	0	0	7.28236647781063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02975"	0	8.65650969529086e-06	0	0	0	0	0	0	0	2.36917700713715e-05	9.2397104274752e-06	0	0	0	4.48698102455725e-06	0	0	0	0	0	0	0	0	0	0	0	0
"K02976"	0	0	0	7.38778872401807e-06	1.2786906208043e-05	4.12999574610438e-06	0	0	0	0	0	0	0	1.37309197427741e-05	4.48698102455725e-06	1.90441125126167e-05	0	0	1.99357073438162e-05	0	9.20276451045894e-06	0	5.81943458373584e-06	5.27367749352656e-06	0	1.56402329352025e-05	0
"K02977"	0	2.59695290858726e-05	1.3857036949789e-05	0	0	0	0	0	2.18470994334319e-05	0	0	0	0	0	0	1.26960750084111e-05	0	0	0	0	0	0	0	0	0	0	0
"K02979"	0	1.73130193905817e-05	2.07855554246835e-05	1.10816830860271e-05	3.06885748993031e-05	2.06499787305219e-05	1.480998785581e-05	1.60209340204534e-05	5.09765653446744e-05	0	1.38595656412128e-05	0	0	1.83078929903655e-05	0	0	0	1.87087238779443e-05	0	0	0	1.96567924046154e-05	1.74583037512075e-05	1.58210324805797e-05	0	1.56402329352025e-05	5.21430806132026e-05
"K02981"	0	0	0	0	7.67214372482578e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04268219568017e-05	0
"K02982"	0.00104814396080648	0.00119459833795014	0.000976921104960126	0.00112663778041276	0.00116616584617352	0.000978808991826738	0.00100214251157647	0.00112146538143174	0.00104866077280473	0.00124974087126484	0.00109952554086955	0.000941718112378361	0.00066029328364255	0.00101151108771769	0.000991622806427152	0.000882377213084575	0.000968744770979929	0.000866837539678085	0.00115128709910539	0.000897837334320954	0.00100770271389525	0.000982839620230771	0.000727429322966981	0.000954535626328308	0.000968965421776806	0.000865426222414539	0.00123839816456356
"K02983"	1.17768984360279e-05	0	0	0	2.55738124160859e-06	8.25999149220876e-06	0	5.34031134015113e-06	0	0	0	1.04635345819818e-05	0	0	4.48698102455725e-06	0	0	1.87087238779443e-05	0	2.24459333580239e-05	9.20276451045894e-06	0	5.81943458373584e-06	0	0	5.21341097840084e-06	0
"K02984"	0	8.65650969529086e-06	0	3.69389436200904e-06	5.11476248321719e-06	4.12999574610438e-06	0	5.34031134015113e-06	1.45647329556213e-05	0	0	0	0	4.57697324759137e-06	0	0	0	1.24724825852962e-05	0	2.24459333580239e-05	0	0	0	5.27367749352656e-06	1.38423631682401e-05	0	0
"K02986"	0.0010128132654984	0.00100415512465374	0.000935349994110759	0.000960412534122349	0.000874624384630139	0.000821869153474772	0.000933029234916027	0.00116418787215295	0.00101953130689349	0.00088844137767643	0.000993268870953584	0.000884168672177462	0.00083448108239488	0.000814701238071263	0.000915344129009678	0.000901421325597192	0.000898290605817753	0.000985326124238399	0.000936978245159361	0.00102128996779009	0.000989297184874336	0.000923869243016925	0.000954387271732678	0.000891251496405989	0.00114891614296393	0.00101140172980976	0.000912503910731046
"K02987"	0	0	0	3.69389436200904e-06	7.67214372482578e-06	0	1.480998785581e-05	0	0	5.92294251784286e-06	0	0	0	0	8.97396204911449e-06	6.34803750420557e-06	8.80677064527209e-06	0	0	0	9.20276451045894e-06	0	0	1.05473549870531e-05	0	5.21341097840084e-06	0
"K02988"	0.000965705671754287	0.000978185595567867	0.000658209255114979	0.000701839928781717	0.000808132472348315	0.000722749255568267	0.000789866018976531	0.000811727323702972	0.000844754511426033	0.000734444872212515	0.000665259150778215	0.000805692162812598	0.000490156363930973	0.000897086756527908	0.00074932583110106	0.00093316151311822	0.000907097376463025	0.000792002644166308	0.000782476513244786	0.000886614367641942	0.000736221160836715	0.00114009395946769	0.000704151584632037	0.000822693688990143	0.000899753605935605	0.000813292112630531	0.000743038898738137
"K02989"	0	0	0	0	0	0	0	0	0	0	9.2397104274752e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02990"	0.000329753156208781	0.000320290858725762	0.000249426665096202	0.000354613858752867	0.000189246211879036	0.000251929740512367	0.000301136419734802	0.000277696189687859	0.00023303572728994	0.0002902241833743	0.000267951602396781	0.000277283666422518	0.000170136919711577	0.00020138682289402	0.000282679804547107	0.000279313650185045	0.000281816660648707	0.00013096106714561	0.00020932492711007	0.000190790433543203	0.00017485252569872	0.00025553830126	0.000226957948765698	0.000174031357286377	0.000152265994850641	0.000151188918373624	0.000117321931379706
"K02991"	2.35537968720558e-05	2.59695290858726e-05	0	0	1.02295249664344e-05	4.12999574610438e-06	9.87332523720664e-06	0	1.45647329556213e-05	0	9.2397104274752e-06	0	4.05087904075184e-06	1.37309197427741e-05	2.69218861473435e-05	3.80882250252335e-05	0	1.87087238779443e-05	9.9678536719081e-06	0	4.60138225522947e-06	1.96567924046154e-05	0	5.27367749352656e-06	1.38423631682401e-05	5.21341097840084e-06	0
